node,degree_centrality,betweenness_centrality,eigenvector_centrality,interval_start,interval_end
Roeder1993Toward_a_Semiotic,0.3174603174603174,0.0753605057842346,0.264972895045958,1996,1999
Lester1998How_Theorists_Relate,0.0158730158730158,0.0,0.0168418859205956,1996,1999
Code1995Listening_for_Schubert’s,0.2222222222222222,0.0,0.2427020802745918,1996,1999
Brown1996“Adrift_on_Neurath’s,0.0476190476190476,0.0,0.0367263894257615,1996,1999
"Alpern1998Review_Article,_“Will",0.2222222222222222,0.0,0.2427020802745918,1996,1999
Grauer1996Toward_a_Unified,0.1428571428571428,0.0490718321226795,0.0618154442950007,1996,1999
Broman1998Report_from_the,0.0158730158730158,0.0,0.0039217902029096,1996,1999
Lewin1998The_D_Major,0.0476190476190476,0.0185499058380414,0.0097538262970085,1996,1999
Mailman1996The_Aims_of,0.2539682539682539,0.0322033898305084,0.2474485452492053,1996,1999
Schmalfeldt1998On_Keeping_the,0.0317460317460317,0.0,0.0181853719038901,1996,1999
Fuller1997Review_of_<i>Musica,0.1111111111111111,0.0,0.0064785863309237,1996,1999
Demske1995On_Considering_a,0.0793650793650793,0.0,0.0322387264150612,1996,1999
Parncutt1994Review_of_the,0.2063492063492063,0.0662267958030669,0.0722611652936714,1996,1999
10.30535/mto.0.2.1,0.1587301587301587,0.0098197471078827,0.0516513717847355,1996,1999
Weisser1998Review_of_David,0.0634920634920634,0.0262806026365348,0.0191309200233171,1996,1999
10.30535/mto.4.1.1,0.2222222222222222,0.0,0.2427020802745918,1996,1999
Schaffer1996Review_of_Peter,0.0317460317460317,0.0,0.0182552446405102,1996,1999
Lindley1993An_Algebraic_Approach,0.1111111111111111,0.0,0.0014905522372668,1996,1999
Lochhead1996Review_of_<i>Embodied,0.0317460317460317,0.0,0.0037228097514367,1996,1999
Isaacson1996Issues_in_the,0.3015873015873015,0.068091202582728,0.2582526561445296,1996,1999
Rothgeb1995The_Tristan_Chord:,0.1111111111111111,0.0,0.0014905522372668,1996,1999
"Willner1996Handel,_the_Sarabande,",0.1269841269841269,0.0333333333333333,0.0567689797002903,1996,1999
Meeus1997Music_Theory_and,0.238095238095238,0.0333333333333333,0.2437903908605753,1996,1999
Gruber1996Review_of_the,0.3809523809523809,0.296394942157654,0.2764869481966628,1996,1999
Robison1994Modifying_Interval-Class_Vectors,0.1111111111111111,0.0,0.0014905522372668,1996,1999
Mengozzi1998Review_of_Lionel,0.1111111111111111,0.0,0.0064785863309237,1996,1999
Demske1995Response_to_Parncutt,0.1904761904761904,0.0249932741458165,0.0707490699101712,1996,1999
Cochrane1995The_Ideal_Four,0.0317460317460317,0.0,0.0066015454346724,1996,1999
Cuciurean1995Review_of_Mark,0.0317460317460317,0.0,0.0086147525322237,1996,1999
Pople1997Review_of_David,0.1587301587301587,0.0452730696798493,0.0484058303686265,1996,1999
Wibberley1996“Mode_versus_Ficta”,0.2063492063492063,0.0898305084745762,0.0070568722690513,1996,1999
Kopp1995On_the_Function,0.1111111111111111,0.0,0.0014905522372668,1996,1999
Grave1998Review_of_William,0.238095238095238,0.0197726661285983,0.2441481611239788,1996,1999
Littlefield1996The_Silence_of,0.3174603174603174,0.0753605057842346,0.264972895045958,1996,1999
Royal1995Review_of_<i>The,0.238095238095238,0.0075047080979284,0.2473716593903475,1996,1999
Clendinning1996Review/Article_of_Miguel,0.1111111111111111,0.0,0.0014905522372668,1996,1999
Dubiel1996On_Getting_Deconstructed,0.0476190476190476,0.005318805488297,0.0223782410964854,1996,1999
McCreless1998Music_Theory_as,0.0476190476190476,0.0,0.0367263894257615,1996,1999
Bent1996Diatonic_<i>ficta</i>_revisited:,0.1428571428571428,0.0312052730696798,0.0080689989881535,1996,1999
Smoliar1994Comment_on_John,0.1111111111111111,0.0,0.0565155571636397,1996,1999
Rothstein1995The_Tristan_Chord,0.1111111111111111,0.0,0.0014905522372668,1996,1999
Lochhead1998Retooling_the_Technique,0.2222222222222222,0.0,0.2427020802745917,1996,1999
Killam1997Response_to_Professor,0.0317460317460317,0.0,,1996,1999
Roeder1994Response_to_Comments,0.1111111111111111,0.0,0.0565155571636397,1996,1999
Renwick1994“A_Subject_of,0.1269841269841269,0.021487758945386,0.007108894346529,1996,1999
Agawu1996Analyzing_Music_Under,0.2539682539682539,0.0322033898305084,0.2474485452492053,1996,1999
Rahn1994From_Similarity_to,0.238095238095238,0.0845614743072369,0.0731784640480922,1996,1999
Agmon1997The_Bridges_that,0.1538461538461538,0.0325105475286963,0.0010685716574055,1999,2002
Littlefield1994Code_and_Context:,0.0879120879120879,0.0,0.0222646936072308,1999,2002
McNamee1997Publishing_and_Pedagogy,0.0109890109890109,0.0,,1999,2002
Boss1999“Schenkerian-Schoenbergian_Analysis”_and,0.0109890109890109,0.0,0.0080889864593167,1999,2002
"Judd1994Composers,_performers,_and",0.0549450549450549,0.005636413395034,0.001547183329015,1999,2002
Smoliar1995Musical_Objects:_,0.0879120879120879,0.0,0.015540472983278,1999,2002
Broman1997Report_from_the,0.0879120879120879,0.0,0.015540472983278,1999,2002
Alphonce1994Dissonance_and_Schumann’s,0.0879120879120879,0.0,0.0010217603895261,1999,2002
Hoeckner2001Poet’s_Love_and,0.2637362637362637,0.0,0.1961485450318345,1999,2002
10.2307/763915,0.0219780219780219,0.0,0.0084512906456717,1999,2002
Hermann1995Towards_a_New,0.0659340659340659,0.0,0.0212132706364914,1999,2002
"Taylor1997Chopin,_Pygmies,_and",0.0879120879120879,0.0,0.013569723640135,1999,2002
Rahn1998Practical_Aspects_of,0.1868131868131868,0.185272208298524,0.0160113095555021,1999,2002
"Koozin1999On_Metaphor,_Technology,",0.0219780219780219,0.0,0.008839532661865,1999,2002
Schaffer1999Review_of_Eleanor,0.0659340659340659,0.0234016445677062,0.0098710633164314,1999,2002
Morse1997To_Rosemary_Killam:,0.2857142857142857,0.044932079414838,0.1968169362993401,1999,2002
Parncutt1995Response_to_Demske:,0.0659340659340659,0.0,0.0212132706364914,1999,2002
Marvin1997Review_of_Daniel,0.0989010989010989,0.0363009360740758,0.0136334444168907,1999,2002
Burnham1996Theorists_and_“The,0.0109890109890109,0.0,,1999,2002
Lewin1994Comment_on_John,0.0879120879120879,0.0,0.0222646936072308,1999,2002
Hermann1997Reflexive_Postmodern_Anthropology,0.2967032967032967,0.0442472757127929,0.1973349605924878,1999,2002
Roeder1993Toward_a_Semiotic,0.3406593406593406,0.055468477882271,0.2024054526476007,1999,2002
Lester1998How_Theorists_Relate,0.0439560439560439,0.0,0.0259755520558782,1999,2002
Code1995Listening_for_Schubert’s,0.2637362637362637,0.0,0.1961485450318345,1999,2002
McCreless2000Music_Theory_and,0.0549450549450549,0.0,0.0187712072225223,1999,2002
"Alpern1998Review_Article,_“Will",0.2637362637362637,0.0,0.1961485450318345,1999,2002
Brown1996“Adrift_on_Neurath’s,0.0549450549450549,0.0,0.0187712072225223,1999,2002
Grauer1996Toward_a_Unified,0.1208791208791209,0.0295411006617903,0.0242671595040091,1999,2002
Karpinski2000Lessons_from_the,0.1648351648351648,0.0652495921098462,0.0016077755974604,1999,2002
Vetter2000Review_of_Michelle,0.0329670329670329,0.0,0.009360364175442,1999,2002
Broman1998Report_from_the,0.0329670329670329,0.0009080957356819,0.0093864931267086,1999,2002
Lewin1998The_D_Major,0.0439560439560439,0.0099909190426431,0.0030073039507863,1999,2002
Mailman1996The_Aims_of,0.3186813186813187,0.0588799694289712,0.2004595176530788,1999,2002
Schmalfeldt1998On_Keeping_the,0.0219780219780219,0.0,0.0084512906456717,1999,2002
10.30535/mto.7.2.1,0.2637362637362637,0.0,0.1961485450318345,1999,2002
Huron2001What_is_a,0.2747252747252747,0.0227272727272727,0.1964684139030622,1999,2002
Fuller1997Review_of_<i>Musica,0.0879120879120879,0.0,0.0010217603895261,1999,2002
Demske1995On_Considering_a,0.0659340659340659,0.0,0.0212132706364914,1999,2002
Parncutt1994Review_of_the,0.2087912087912088,0.0574177737970841,0.0361299661928104,1999,2002
10.30535/mto.0.2.1,0.1538461538461538,0.0103802806389013,0.0187639105241476,1999,2002
Anku2000Circles_and_Time:,0.0879120879120879,0.0,0.013569723640135,1999,2002
Weisser1998Review_of_David,0.0659340659340659,0.0161818306214857,0.009514595897105,1999,2002
Eriksson1999Four_Swedish_Dissertations,0.0659340659340659,0.0085625342090859,0.0114972390737876,1999,2002
10.30535/mto.4.1.1,0.2857142857142857,0.0275213132971753,0.197190409745368,1999,2002
Schaffer1996Review_of_Peter,0.0329670329670329,0.0,0.0089898028659068,1999,2002
Lindley1993An_Algebraic_Approach,0.0879120879120879,0.0,0.0001953143002773,1999,2002
Lochhead1996Review_of_<i>Embodied,0.0219780219780219,0.0,0.0007073359182737,1999,2002
Isaacson1996Issues_in_the,0.3186813186813187,0.0323389892355409,0.2013786728960427,1999,2002
Rothgeb1995The_Tristan_Chord:,0.0879120879120879,0.0,0.0001953143002773,1999,2002
"Willner1996Handel,_the_Sarabande,",0.0989010989010989,0.0029761904761904,0.0226358708369935,1999,2002
Meeus1997Music_Theory_and,0.2857142857142857,0.0110631310948915,0.1985163463977767,1999,2002
Gruber1996Review_of_the,0.4175824175824176,0.3054946666561912,0.2067371525157366,1999,2002
Robison1994Modifying_Interval-Class_Vectors,0.0879120879120879,0.0,0.0001953143002773,1999,2002
Smoliar1995Book_Review:_,0.0109890109890109,0.0,0.0007741038712382,1999,2002
Mengozzi1998Review_of_Lionel,0.0879120879120879,0.0,0.0010217603895261,1999,2002
Demske1995Response_to_Parncutt,0.1428571428571428,0.0140515375429168,0.034040269223631,1999,2002
Vlagopoulos1999Report_on_the,0.2637362637362637,0.0,0.1961485450318345,1999,2002
Forte2000Responses_to_Plenary,0.0659340659340659,0.0227272727272727,0.0188018178937396,1999,2002
Cochrane1995The_Ideal_Four,0.0219780219780219,0.0,0.0018184402041416,1999,2002
Temperley1999Review_of_Joseph,0.0549450549450549,0.0034887047818082,0.0175075803317178,1999,2002
Cuciurean1995Review_of_Mark,0.0219780219780219,0.0,0.0020830060628388,1999,2002
Pople1997Review_of_David,0.1098901098901099,0.0283070856346718,0.0156296585151178,1999,2002
Wibberley1996“Mode_versus_Ficta”,0.1538461538461538,0.0325105475286963,0.0010685716574055,1999,2002
Roemjantsew2000Report_on_Two,0.2637362637362637,0.0,0.1961485450318345,1999,2002
Kopp1995On_the_Function,0.0879120879120879,0.0,0.0001953143002773,1999,2002
Grave1998Review_of_William,0.2747252747252747,0.0157287157287157,0.1965277773793964,1999,2002
Littlefield1996The_Silence_of,0.3406593406593406,0.055468477882271,0.2024054526476007,1999,2002
Royal1995Review_of_<i>The,0.2747252747252747,0.0045460765288351,0.1975774010952043,1999,2002
Martinez2000Semiotics_and_the,0.0879120879120879,0.0,0.0222646936072308,1999,2002
Clendinning1996Review/Article_of_Miguel,0.0879120879120879,0.0,0.0001953143002773,1999,2002
Dubiel1996On_Getting_Deconstructed,0.0329670329670329,0.0031982385430661,0.0095899062444467,1999,2002
Everett2001Review_of_Richard,0.0219780219780219,0.0,0.0084913827645293,1999,2002
"Dubiel2000Analysis,_Description,_and",0.2857142857142857,0.0110631310948915,0.1985163463977767,1999,2002
McCreless1998Music_Theory_as,0.0549450549450549,0.0,0.0187712072225223,1999,2002
Bent1996Diatonic_<i>ficta</i>_revisited:,0.1208791208791209,0.0318422700341938,0.0018495739637704,1999,2002
10.30535/mto.7.1.1,0.0989010989010989,0.0227272727272727,0.0135918628035808,1999,2002
Perrott1999Review_of_Laurent,0.0549450549450549,0.0002519032691446,0.0339024915302949,1999,2002
Smoliar1994Comment_on_John,0.0879120879120879,0.0,0.0222646936072308,1999,2002
Rothstein1995The_Tristan_Chord,0.0879120879120879,0.0,0.0001953143002773,1999,2002
Harrison2000Tolling_Time,0.0109890109890109,0.0,0.0005596867488422,1999,2002
Lochhead1998Retooling_the_Technique,0.2637362637362637,0.0,0.1961485450318345,1999,2002
Roeder2001Pulse_Streams_and,0.0879120879120879,0.0,0.013569723640135,1999,2002
Kaminsky2000Revenge_of_the,0.2857142857142857,0.0414334228989401,0.1968555033124242,1999,2002
Damschroder1999Review_of_Carl,0.3186813186813187,0.0597763893362804,0.1999691598535249,1999,2002
Killam1997Response_to_Professor,0.0219780219780219,0.0,,1999,2002
10.30535/mto.7.6.1,0.0879120879120879,0.0,0.013569723640135,1999,2002
Roeder1994Response_to_Comments,0.0879120879120879,0.0,0.0222646936072308,1999,2002
Hofmann-Engl1999Review_of_W.B.,0.3296703296703297,0.0382857723374964,0.2028075289594126,1999,2002
Renwick1994“A_Subject_of,0.0989010989010989,0.0105908220132358,0.0011407067031752,1999,2002
Heinonen2000Review_of_Walter,0.2637362637362637,0.0,0.1961485450318345,1999,2002
Agawu1996Analyzing_Music_Under,0.3076923076923077,0.0528063890132855,0.1991188865491642,1999,2002
Rahn1994From_Similarity_to,0.1758241758241758,0.0548405856595511,0.0345738176697347,1999,2002
Agmon1997The_Bridges_that,0.1495327102803738,0.0124674812390334,0.0017926325280325,2002,2005
Littlefield1994Code_and_Context:,0.0934579439252336,0.0,0.0238831512013891,2002,2005
McNamee1997Publishing_and_Pedagogy,0.0093457943925233,0.0,,2002,2005
Boss1999“Schenkerian-Schoenbergian_Analysis”_and,0.0093457943925233,0.0,0.0075877554165216,2002,2005
"Judd1994Composers,_performers,_and",0.0560747663551401,0.0067356664237852,0.0019266789956441,2002,2005
Smoliar1995Musical_Objects:_,0.0747663551401869,0.0,0.0144005191793429,2002,2005
Broman1997Report_from_the,0.0747663551401869,0.0,0.0144005191793429,2002,2005
Alphonce1994Dissonance_and_Schumann’s,0.0747663551401869,0.0,0.00101930776807,2002,2005
Hoeckner2001Poet’s_Love_and,0.233644859813084,0.0,0.1918963156215082,2002,2005
10.2307/763915,0.02803738317757,0.0,0.0082662965691116,2002,2005
Hermann1995Towards_a_New,0.0654205607476635,0.0,0.0207634418006217,2002,2005
"Taylor1997Chopin,_Pygmies,_and",0.0747663551401869,0.0,0.0126003036825031,2002,2005
Rahn1998Practical_Aspects_of,0.1588785046728972,0.0905144931786411,0.0149249541792069,2002,2005
"Koozin1999On_Metaphor,_Technology,",0.02803738317757,0.0,0.0086908296284139,2002,2005
Schaffer1999Review_of_Eleanor,0.0560747663551401,0.0193335462258474,0.0092362685930515,2002,2005
Morse1997To_Rosemary_Killam:,0.2616822429906542,0.0582178217821782,0.1928382254299624,2002,2005
Samplaski2004Interval-Classes_and_Psychological,0.0654205607476635,0.0,0.0207634418006217,2002,2005
Parncutt1995Response_to_Demske:,0.0747663551401869,0.0044735004556356,0.0220329085970645,2002,2005
Marvin1997Review_of_Daniel,0.0934579439252336,0.0233162547023933,0.0127102577076766,2002,2005
Rawlins2000Review_of_Mark,0.0186915887850467,0.0,,2002,2005
Burnham1996Theorists_and_“The,0.0093457943925233,0.0,,2002,2005
Lewin1994Comment_on_John,0.0934579439252336,0.0,0.0238831512013891,2002,2005
Hermann1997Reflexive_Postmodern_Anthropology,0.2710280373831775,0.0475840123077361,0.193366625413154,2002,2005
Roeder1993Toward_a_Semiotic,0.3177570093457944,0.0492543942590502,0.2005452064422479,2002,2005
Lester1998How_Theorists_Relate,0.0373831775700934,0.0,0.0242856616920146,2002,2005
Code1995Listening_for_Schubert’s,0.233644859813084,0.0,0.1918963156215082,2002,2005
McCreless2000Music_Theory_and,0.0467289719626168,0.0,0.0174817787530455,2002,2005
"Alpern1998Review_Article,_“Will",0.233644859813084,0.0,0.1918963156215082,2002,2005
Brown1996“Adrift_on_Neurath’s,0.0467289719626168,0.0,0.0174817787530455,2002,2005
Grauer1996Toward_a_Unified,0.1308411214953271,0.030297429398433,0.0262898668199006,2002,2005
Karpinski2000Lessons_from_the,0.1682242990654205,0.0289104112463198,0.0022979767030539,2002,2005
Vetter2000Review_of_Michelle,0.02803738317757,0.0,0.008741236786472,2002,2005
Broman1998Report_from_the,0.0560747663551401,0.0063618191200265,0.0112913771602783,2002,2005
Lewin1998The_D_Major,0.0467289719626168,0.0037859633852338,0.003449063490306,2002,2005
"Holm-Hudson2002Your_Guitar,_It",0.1401869158878504,0.0200456660761507,0.0334219721633933,2002,2005
Mailman1996The_Aims_of,0.2803738317757009,0.0517137779712037,0.195758101640582,2002,2005
Schmalfeldt1998On_Keeping_the,0.02803738317757,0.0,0.0082662965691116,2002,2005
10.30535/mto.7.2.1,0.233644859813084,0.0,0.1918963156215082,2002,2005
Huron2001What_is_a,0.2429906542056074,0.0198019801980198,0.1921845133961144,2002,2005
Fuller1997Review_of_<i>Musica,0.0747663551401869,0.0,0.00101930776807,2002,2005
Demske1995On_Considering_a,0.0654205607476635,0.0,0.0207634418006217,2002,2005
Parncutt1994Review_of_the,0.1962616822429906,0.0624772958725198,0.03477678178578,2002,2005
10.30535/mto.0.2.1,0.1401869158878504,0.0087307445030217,0.0177982645555433,2002,2005
Anku2000Circles_and_Time:,0.0747663551401869,0.0,0.0126003036825031,2002,2005
Weisser1998Review_of_David,0.0654205607476635,0.0114427580548182,0.0093071081849889,2002,2005
Eriksson1999Four_Swedish_Dissertations,0.0747663551401869,0.0152235107950154,0.0117728838201987,2002,2005
10.30535/mto.4.1.1,0.2616822429906542,0.0414067263869244,0.1932472235918421,2002,2005
Schaffer1996Review_of_Peter,0.0373831775700934,0.0,0.0088147699234543,2002,2005
Lindley1993An_Algebraic_Approach,0.0934579439252336,0.0,0.000997193795081,2002,2005
Lochhead1996Review_of_<i>Embodied,0.02803738317757,0.0,0.0011540229378392,2002,2005
Isaacson1996Issues_in_the,0.2897196261682243,0.0318322260797508,0.1975991168492116,2002,2005
Rothgeb1995The_Tristan_Chord:,0.0934579439252336,0.0,0.000997193795081,2002,2005
"Sayrs2003Narrative,_Metaphor,_and",0.0467289719626168,0.0047665977124028,0.0100576661856756,2002,2005
"Willner1996Handel,_the_Sarabande,",0.1121495327102803,0.0039072764419299,0.0246940510066893,2002,2005
Dineen2002Figured_Bass_and,0.0934579439252336,0.0,0.000997193795081,2002,2005
Meeus1997Music_Theory_and,0.2523364485981308,0.0099108548217459,0.1940235554536369,2002,2005
Gruber1996Review_of_the,0.3738317757009345,0.2106513544695682,0.2020213329527719,2002,2005
Robison1994Modifying_Interval-Class_Vectors,0.0934579439252336,0.0,0.000997193795081,2002,2005
Gloag2004Review_of_David,0.0186915887850467,0.0,0.0079691333193183,2002,2005
Smoliar1995Book_Review:_,0.0093457943925233,0.0,0.0006912431482032,2002,2005
Dodson2002Performance_and_Hypermetric,0.0841121495327102,0.0115521915545591,0.012314266025347,2002,2005
Mengozzi1998Review_of_Lionel,0.0747663551401869,0.0,0.00101930776807,2002,2005
Everett2004Making_Sense_of,0.1682242990654205,0.1289159085131738,0.0133588745879223,2002,2005
Demske1995Response_to_Parncutt,0.1308411214953271,0.0123576230293836,0.032663995560773,2002,2005
Everett2004Parody_with_an,0.0934579439252336,0.0,0.0238831512013891,2002,2005
Vlagopoulos1999Report_on_the,0.233644859813084,0.0,0.1918963156215082,2002,2005
Peck2003A_Review_of,0.0186915887850467,0.0,,2002,2005
Forte2000Responses_to_Plenary,0.0560747663551401,0.0198019801980198,0.0175080333329993,2002,2005
Cochrane1995The_Ideal_Four,0.0186915887850467,0.0,0.0016758589484559,2002,2005
Temperley1999Review_of_Joseph,0.0654205607476635,0.0234362503919564,0.0168184872555011,2002,2005
Cuciurean1995Review_of_Mark,0.0186915887850467,0.0,0.0018983756304938,2002,2005
Pople1997Review_of_David,0.102803738317757,0.0159647859195857,0.0149853157958613,2002,2005
Wibberley1996“Mode_versus_Ficta”,0.1495327102803738,0.0124674812390334,0.0017926325280325,2002,2005
Leydon2002Towards_a_Typology,0.0093457943925233,0.0,0.0006640207038187,2002,2005
Silberman2003Post-Tonal_Improvisation_in,0.0186915887850467,0.0,,2002,2005
Latham2004Binary_Oppositions_in,0.233644859813084,0.0,0.1918963156215082,2002,2005
Roemjantsew2000Report_on_Two,0.233644859813084,0.0,0.1918963156215082,2002,2005
Kopp1995On_the_Function,0.0934579439252336,0.0,0.000997193795081,2002,2005
"Burns2004Authenticity,_Appropriation,_Signification:",0.02803738317757,0.0,0.0082662965691116,2002,2005
Grave1998Review_of_William,0.2523364485981308,0.0313269684111268,0.1925519354477897,2002,2005
Littlefield1996The_Silence_of,0.3177570093457944,0.0492543942590502,0.2005452064422479,2002,2005
Royal1995Review_of_<i>The,0.2429906542056074,0.0034883702655979,0.1932172990977023,2002,2005
Martinez2000Semiotics_and_the,0.0934579439252336,0.0,0.0238831512013891,2002,2005
Perry2003Review_of_M.,0.0373831775700934,0.0,0.0088147699234543,2002,2005
Clendinning1996Review/Article_of_Miguel,0.0934579439252336,0.0,0.000997193795081,2002,2005
Dubiel1996On_Getting_Deconstructed,0.0373831775700934,0.0048517208863743,0.0092920561718444,2002,2005
Everett2001Review_of_Richard,0.0373831775700934,0.0,0.0099714141431648,2002,2005
Bent1996Diatonic_<i>ficta</i>_revisited:,0.102803738317757,0.024025609417129,0.0017968384476203,2002,2005
10.30535/mto.7.1.1,0.0934579439252336,0.020098309830983,0.0130876941244409,2002,2005
"Dubiel2000Analysis,_Description,_and",0.2523364485981308,0.0099108548217459,0.1940235554536369,2002,2005
McCreless1998Music_Theory_as,0.0467289719626168,0.0,0.0174817787530455,2002,2005
Urista2003Beyond_Words:_The,0.0186915887850467,0.0,0.0005927668649273,2002,2005
Perrott1999Review_of_Laurent,0.0467289719626168,0.0001909476661951,0.0317209503641936,2002,2005
Smoliar1994Comment_on_John,0.0934579439252336,0.0,0.0238831512013891,2002,2005
Rothstein1995The_Tristan_Chord,0.0934579439252336,0.0,0.000997193795081,2002,2005
Harrison2000Tolling_Time,0.0093457943925233,0.0,0.0005167710639399,2002,2005
Lochhead1998Retooling_the_Technique,0.233644859813084,0.0,0.1918963156215082,2002,2005
Roeder2001Pulse_Streams_and,0.0841121495327102,0.0002963296329632,0.0130680623897951,2002,2005
Kaminsky2000Revenge_of_the,0.2710280373831775,0.0899625969763723,0.1944809345664448,2002,2005
Damschroder1999Review_of_Carl,0.2803738317757009,0.0563077577592043,0.1953451857897881,2002,2005
Killam1997Response_to_Professor,0.0186915887850467,0.0,,2002,2005
10.30535/mto.7.6.1,0.0841121495327102,0.0002963296329632,0.0130680623897951,2002,2005
Roeder1994Response_to_Comments,0.0934579439252336,0.0,0.0238831512013891,2002,2005
Hofmann-Engl1999Review_of_W.B.,0.2990654205607476,0.0372477247724772,0.1989201003254057,2002,2005
Renwick1994“A_Subject_of,0.0841121495327102,0.0022552388842123,0.0011503407048236,2002,2005
Heinonen2000Review_of_Walter,0.233644859813084,0.0,0.1918963156215082,2002,2005
Agawu1996Analyzing_Music_Under,0.2710280373831775,0.0464639321074964,0.1945532783522976,2002,2005
Rahn1994From_Similarity_to,0.1588785046728972,0.0491354079507329,0.0331527086240131,2002,2005
Agmon1997The_Bridges_that,0.136,0.0110763490106663,0.0018450308699981,2005,2008
Littlefield1994Code_and_Context:,0.08,0.0,0.0154323748937904,2005,2008
McNamee1997Publishing_and_Pedagogy,0.008,0.0,,2005,2008
Boss1999“Schenkerian-Schoenbergian_Analysis”_and,0.016,0.0,0.005655847202835,2005,2008
"Judd1994Composers,_performers,_and",0.096,0.0030273447321329,0.0352494024335028,2005,2008
Smoliar1995Musical_Objects:_,0.064,0.0,0.0115034093102227,2005,2008
Broman1997Report_from_the,0.064,0.0,0.0115034093102227,2005,2008
Alphonce1994Dissonance_and_Schumann’s,0.072,0.0,0.0014154673264332,2005,2008
Hoeckner2001Poet’s_Love_and,0.248,0.0,0.1721483387689166,2005,2008
10.2307/763915,0.024,0.0,0.0058611512717525,2005,2008
Hermann1995Towards_a_New,0.056,0.0,0.0140726526631196,2005,2008
"Taylor1997Chopin,_Pygmies,_and",0.096,0.0,0.0188698349610029,2005,2008
Rahn1998Practical_Aspects_of,0.144,0.0516912604938287,0.0125681379899761,2005,2008
"Koozin1999On_Metaphor,_Technology,",0.024,0.0,0.0061276805468152,2005,2008
Schaffer1999Review_of_Eleanor,0.072,0.0079171830185911,0.0206660949696659,2005,2008
"Cook2005Prompting_Performance:_Text,",0.312,0.0295408528851149,0.1796807966416508,2005,2008
