node,degree_centrality,betweenness_centrality,eigenvector_centrality,interval_start,interval_end
Moore2005The_Persona-Environment_Relation,0.0140845070422535,0.0,,2008,2011
Spicer2005Review_of_Walter,0.056338028169014,0.0,,2008,2011
Schmalfeldt1998On_Keeping_the,0.0140845070422535,0.0,,2008,2011
10.30535/mto.16.4.3,0.0704225352112676,0.0,,2008,2011
10.30535/mto.16.4.4.,0.1267605633802817,0.0,,2008,2011
10.30535/mto.4.1.1,0.0140845070422535,0.0,,2008,2011
Rothgeb1995The_Tristan_Chord:,0.0140845070422535,0.0,,2008,2011
Burns2010Rhythmic_Archetypes_in,0.0704225352112676,0.0,,2008,2011
Losada2007K-nets_and_Hierarchical,0.0845070422535211,0.0,0.3565683066141908,2008,2011
Burns2008Embodied_Subjectivities_in,0.0422535211267605,0.0,,2008,2011
Reed2007A_Tetrahelix_Animates,0.028169014084507,0.0,0.0779412004889733,2008,2011
Foley2007The_Efficacy_of,0.0140845070422535,0.0,0.0626561861842207,2008,2011
"Koozin1999On_Metaphor,_Technology,",0.0140845070422535,0.0,,2008,2011
Guerrero2006Serial_Intervention_in,0.0140845070422535,0.0,,2008,2011
Tenzer2000Theory_and_Analysis,0.0140845070422535,0.0,,2008,2011
Buchler2008Reconsidering_Klumpenhouwer_Networks,0.1408450704225352,0.4761904761904762,0.391169969790533,2008,2011
Donin2008Charting_the_Score,0.0140845070422535,0.0,,2008,2011
Attas2009Metaphors_in_Motion:,0.028169014084507,0.0,0.0779412004889733,2008,2011
Robison1994Modifying_Interval-Class_Vectors,0.0140845070422535,0.0,,2008,2011
Peck2003A_Review_of,0.0140845070422535,0.0,0.0654565115795981,2008,2011
Kaminsky2005Review_of_<i>Beatlestudies,0.0140845070422535,0.0,,2008,2011
Zbikowski1995Theories_of_Categorization,0.028169014084507,0.0,,2008,2011
Grant2008Hysteria_at_the,0.0140845070422535,0.0,0.0626561861842207,2008,2011
Childs2006Structural_and_Transformational,0.0140845070422535,0.0,,2008,2011
Martinez2000Semiotics_and_the,0.0140845070422535,0.0,,2008,2011
Urista2003Beyond_Words:_The,0.0140845070422535,0.0,,2008,2011
Rahn1994From_Similarity_to,0.0140845070422535,0.0,,2008,2011
Klumpenhouwer2007Reconsidering_Klumpenhouwer_Networks:,0.0140845070422535,0.0,0.0626561861842207,2008,2011
"Scotto2002Transformational_Networks,_Transpositional",0.028169014084507,0.0,0.0779412004889733,2008,2011
Butterfield2010Variant_Timekeeping_Patterns,0.0422535211267605,0.0,,2008,2011
Klumpenhouwer1994Some_Remarks_on,0.0140845070422535,0.0,,2008,2011
O’Donnell2007Embracing_Relational_Abundance,0.0140845070422535,0.0,0.0626561861842207,2008,2011
Neidhöfer2007Bruno_Maderna’s_Serial,0.0140845070422535,0.0,,2008,2011
Marion2007Debussy_and_Recollection:,0.0140845070422535,0.0,,2008,2011
Auerbach2010Pedagogical_Applications_of,0.0140845070422535,0.0,,2008,2011
Samplaski2004Interval-Classes_and_Psychological,0.0140845070422535,0.0,,2008,2011
Roeder1993Toward_a_Semiotic,0.0140845070422535,0.0,,2008,2011
Robison1995Category_Structures_and,0.028169014084507,0.0,,2008,2011
Nolan2007Thoughts_on_Klumpenhouwer,0.0845070422535211,0.0,0.3565683066141908,2008,2011
Isaacson1996Issues_in_the,0.0140845070422535,0.0,,2008,2011
Kuusi2009Discrimination_and_Evaluation,0.0140845070422535,0.0,,2008,2011
Burns2005Feeling_the_Style:,0.0140845070422535,0.0,,2008,2011
Everett2004Making_Sense_of,0.0140845070422535,0.0,,2008,2011
Krims1995On_the_Fear,0.0140845070422535,0.0,,2008,2011
Benadon2007A_Circular_Plot,0.0704225352112676,0.0,,2008,2011
"Burns2004Authenticity,_Appropriation,_Signification:",0.0140845070422535,0.0,,2008,2011
Traut2009Dyadic_TC_Lattices:,0.028169014084507,0.0,0.0779412004889733,2008,2011
Everett2001Review_of_Richard,0.0140845070422535,0.0,,2008,2011
10.30535/mto.12.4.2,0.0422535211267605,0.0,,2008,2011
Kuusi2003The_Role_of,0.0140845070422535,0.0,,2008,2011
10.30535/mto.7.6.1,0.0140845070422535,0.0,,2008,2011
"Zbikowski1995Response_to_Robison,",0.028169014084507,0.0,,2008,2011
Guerrero2006Serial_Intervention_in,0.0061728395061728,0.0,,2011,2014
Schultz2012Tonal_Pairing_and,0.0679012345679012,0.061639014580191,0.3128110768151753,2011,2014
Kaminsky2005Review_of_<i>Beatlestudies,0.0061728395061728,0.0,0.030687054932411,2011,2014
10.30535/mto.15.5.4,0.0061728395061728,0.0,0.0051518197268999,2011,2014
10.30535/mto.17.3.8,0.0493827160493827,0.0648243912949795,0.1652218858968923,2011,2014
Barolsky2013Conference_Report:_“Performance,0.0061728395061728,0.0,,2011,2014
Koslovsky2013Conference_Report:_“Fifth,0.0061728395061728,0.0,,2011,2014
Traut2009Dyadic_TC_Lattices:,0.0123456790123456,0.0,,2011,2014
Burns2008Embodied_Subjectivities_in,0.0246913580246913,0.0761689291101055,0.0369598956824133,2011,2014
Burns2005Feeling_the_Style:,0.0061728395061728,0.0,0.0038488942200008,2011,2014
10.30535/mto.17.1.8,0.0679012345679012,0.061639014580191,0.3128110768151753,2011,2014
"Koozin1999On_Metaphor,_Technology,",0.0061728395061728,0.0,,2011,2014
Childs2006Structural_and_Transformational,0.0123456790123456,0.0,0.0057508140265714,2011,2014
Neidhöfer2007Bruno_Maderna’s_Serial,0.0061728395061728,0.0,,2011,2014
Hoeckner2001Poet’s_Love_and,0.0061728395061728,0.0,,2011,2014
Kuusi2009Discrimination_and_Evaluation,0.0061728395061728,0.0,,2011,2014
Kuusi2003The_Role_of,0.0061728395061728,0.0,,2011,2014
"Scotto2002Transformational_Networks,_Transpositional",0.0123456790123456,0.0,,2011,2014
Williams2009Beats_and_Flows:,0.0246913580246913,0.0,,2011,2014
Benadon2007Commentary_on_Matthew,0.0061728395061728,0.0,,2011,2014
Cumming2013Renaissance_Improvisation_and,0.0123456790123456,0.0,,2011,2014
BaileyShea2013Review_of_Michael,0.0246913580246913,0.0,,2011,2014
Lester1998How_Theorists_Relate,0.0061728395061728,0.0,,2011,2014
Nooshin2013Beyond_the_<i>Radif</i>:,0.0123456790123456,0.0,,2011,2014
10.30535/mto.17.2.1,0.037037037037037,0.0,,2011,2014
"Hepokoski2010Formal_Process,_Sonata",0.0123456790123456,0.0,0.0040791455083446,2011,2014
10.30535/mto.18.3.7,0.0185185185185185,0.0,,2011,2014
Jenkins2010After_the_Harvest:,0.0123456790123456,0.0,0.0057508140265714,2011,2014
10.30535/mto.18.2.3,0.0061728395061728,0.0,0.001504056409477,2011,2014
Buchler2008Reconsidering_Klumpenhouwer_Networks,0.0617283950617283,0.0,,2011,2014
Rahn1994From_Similarity_to,0.0061728395061728,0.0,,2011,2014
Robison1995Category_Structures_and,0.0123456790123456,0.0,,2011,2014
Leydon2012Clean_as_a,0.0308641975308641,0.101115061409179,0.0144424843400212,2011,2014
BaileyShea2012Musical_Forces_and,0.037037037037037,0.0,,2011,2014
Tenzer2000Theory_and_Analysis,0.0061728395061728,0.0,,2011,2014
10.30535/mto.15.5.1,0.0123456790123456,0.0384615384615384,0.0104951724963567,2011,2014
Attas2009Metaphors_in_Motion:,0.0123456790123456,0.0,,2011,2014
Stoecker2007Without_a_Safety,0.037037037037037,0.0,,2011,2014
Sly2012Review_of_David,0.0061728395061728,0.0,,2011,2014
10.30535/mto.18.3.4,0.0185185185185185,0.0,,2011,2014
Martens2012Rendering_the_Prosaic,0.0061728395061728,0.0,,2011,2014
Roeder1993Toward_a_Semiotic,0.0061728395061728,0.0,,2011,2014
Schmalfeldt2010Response_to_Mike,0.0061728395061728,0.0,0.0004467289412172,2011,2014
Moseley2013Entextualization_and_the,0.0308641975308641,0.0,,2011,2014
10.30535/mto.17.3.3,0.0185185185185185,0.0160525748761042,0.012091525256813,2011,2014
10.30535/mto.12.2.2.,0.0123456790123456,0.0,0.002934094253956,2011,2014
Klumpenhouwer2007Reconsidering_Klumpenhouwer_Networks:,0.0061728395061728,0.0,,2011,2014
Heinonen2000Review_of_Walter,0.0061728395061728,0.0,0.030687054932411,2011,2014
Damschroder2010Review_of_<i>Beethoven’s,0.0061728395061728,0.0,0.0004467289412172,2011,2014
Anku2000Circles_and_Time:,0.0308641975308641,0.0,,2011,2014
10.30535/mto.18.3.6.,0.0185185185185185,0.0,,2011,2014
Ewell2012Rethinking_Octatonicism:_Views,0.0061728395061728,0.0,,2011,2014
Kallis2008Principles_of_Pitch,0.0061728395061728,0.0,,2011,2014
10.30535/mto.18.4.3,0.0123456790123456,0.0,,2011,2014
Dodson2012Solutions_to_the,0.037037037037037,0.0,,2011,2014
Cutler2010Cryptic_Audiodiversity_and,0.0061728395061728,0.0,0.0172054459471736,2011,2014
"Gur2008Body,_Forces,_and",0.0123456790123456,0.0,,2011,2014
Moore2005The_Persona-Environment_Relation,0.0123456790123456,0.0,0.0362338621951784,2011,2014
Buchler2007Reconsidering_Klumpenhouwer_Networks,0.037037037037037,0.0,,2011,2014
Demske1995On_Considering_a,0.0061728395061728,0.0,,2011,2014
Kochavi2012Review_of_Edward,0.0246913580246913,0.0,0.0474118544336695,2011,2014
Townsend2012Scriabin_and_the,0.0061728395061728,0.0,,2011,2014
Hood2012Ambiguity_of_Tonal,0.0061728395061728,0.0,,2011,2014
Martinez2000Semiotics_and_the,0.0061728395061728,0.0,,2011,2014
Schmalfeldt2010One_More_Time,0.0061728395061728,0.0,0.0004467289412172,2011,2014
Littlefield1994Code_and_Context:,0.0061728395061728,0.0,,2011,2014
10.30535/mto.12.4.2,0.0246913580246913,0.0,,2011,2014
Headlam2012Review_of_Patricia,0.0061728395061728,0.0,,2011,2014
10.30535/mto.17.4.3,0.0679012345679012,0.061639014580191,0.3128110768151753,2011,2014
Cook2012Introduction:_Refocusing_Theory,0.0061728395061728,0.0,,2011,2014
10.30535/mto.19.4.2,0.0308641975308641,0.0578162034044387,0.0137304946802927,2011,2014
Roeder2009Constructing_Transformational_Signification:,0.0679012345679012,0.0,,2011,2014
Schmalfeldt2005Response_to_the,0.0061728395061728,0.0,,2011,2014
10.30535/mto.7.2.1,0.0123456790123456,0.0,0.0340927419031866,2011,2014
10.30535/mto.18.1.4,0.0246913580246913,0.2375565610859728,0.0348820533414312,2011,2014
Samarotto2009“Plays_of_Opposing,0.0123456790123456,0.0,,2011,2014
10.30535/mto.17.3.6,0.0061728395061728,0.0,,2011,2014
10.30535/mto.15.5.2,0.0185185185185185,0.0,0.0131126917106908,2011,2014
10.30535/mto.14.2.3,0.0061728395061728,0.0,0.001093012127621,2011,2014
Cramer2003The_Harmonic_Function,0.0061728395061728,0.0,0.001504056409477,2011,2014
10.30535/mto.7.1.1,0.0061728395061728,0.0,,2011,2014
Robison1994Modifying_Interval-Class_Vectors,0.0061728395061728,0.0,,2011,2014
London2011Review_of_Yonatan,0.0061728395061728,0.0,,2011,2014
Marion2007Debussy_and_Recollection:,0.0061728395061728,0.0,,2011,2014
Love2012“Possible_Paths”:_Schemata,0.0061728395061728,0.0,,2011,2014
Auerbach2010Pedagogical_Applications_of,0.0061728395061728,0.0,,2011,2014
Grant2008Hysteria_at_the,0.0061728395061728,0.0,,2011,2014
Sheehy2013Introduction:_Theorizing_Improvisation,0.0308641975308641,0.0,,2011,2014
10.30535/mto.18.3.9,0.0061728395061728,0.0,,2011,2014
Samplaski2005Mapping_the_Geometries,0.0123456790123456,0.0,,2011,2014
Lewis2013Critical_Responses_to,0.0432098765432098,0.0,,2011,2014
Everett2001Review_of_Richard,0.0061728395061728,0.0,0.030687054932411,2011,2014
"Sayrs2003Narrative,_Metaphor,_and",0.0123456790123456,0.0,0.0026893648880773,2011,2014
Zbikowski1995Theories_of_Categorization,0.0123456790123456,0.0,,2011,2014
Lee2010A_Response_to,0.0061728395061728,0.0,0.0004467289412172,2011,2014
Spicer2005Review_of_Walter,0.074074074074074,0.1131221719457013,0.294686266308326,2011,2014
10.30535/mto.17.3.7,0.0679012345679012,0.1209706959706959,0.3041348324192836,2011,2014
Osborn2011Understanding_Through-Composition_in,0.0061728395061728,0.0,0.0123935238396271,2011,2014
Donin2008Charting_the_Score,0.0061728395061728,0.0,,2011,2014
Nolan2007Thoughts_on_Klumpenhouwer,0.037037037037037,0.0,,2011,2014
Isaacson1996Issues_in_the,0.0061728395061728,0.0,,2011,2014
Leong2005Virtuosity_in_Babbitt’s,0.0123456790123456,0.0,,2011,2014
Bent1996Diatonic_<i>ficta</i>_revisited:,0.0061728395061728,0.0,,2011,2014
10.30535/mto.4.1.1,0.0123456790123456,0.0,,2011,2014
Reed2007A_Tetrahelix_Animates,0.0123456790123456,0.0,,2011,2014
McFarland2009Review_of_Jeremy,0.0061728395061728,0.0,,2011,2014
Dodson2002Performance_and_Hypermetric,0.0061728395061728,0.0,,2011,2014
10.30535/mto.18.4.4,0.0246913580246913,0.0,,2011,2014
Sturman2010Commentary_on_“Rhythm:,0.0432098765432098,0.0,,2011,2014
Cox2013Review_of_Steve,0.0246913580246913,0.0,,2011,2014
Roeder2001Pulse_Streams_and,0.0061728395061728,0.0,,2011,2014
Tymoczko2007Recasting_K-nets,0.037037037037037,0.0,,2011,2014
10.30535/mto.17.3.2,0.074074074074074,0.1321572218631042,0.319717557651883,2011,2014
"Zbikowski1995Response_to_Robison,",0.0123456790123456,0.0,,2011,2014
Littlefield1996The_Silence_of,0.0061728395061728,0.0,,2011,2014
Everett2004Making_Sense_of,0.0555555555555555,0.0,0.2860037022797803,2011,2014
10.30535/mto.17.2.8.,0.0123456790123456,0.0,,2011,2014
Caplin2010Beethoven’s_“Tempest”_Exposition:,0.0061728395061728,0.0,0.0004467289412172,2011,2014
Chenette2012Hearing_Counterpoint_Within,0.0061728395061728,0.0,,2011,2014
10.30535/mto.19.3.2,0.0246913580246913,0.0002513826043237,0.0925516828113349,2011,2014
Sallmen2011Exploring_Tetrachordal_Voice-Leading,0.0493827160493827,0.1485671191553544,0.0494687250628333,2011,2014
Hermann1995Towards_a_New,0.0185185185185185,0.0,,2011,2014
Samplaski2004Interval-Classes_and_Psychological,0.0061728395061728,0.0,,2011,2014
Maler2013Songs_for_Hands:,0.0617283950617283,0.2798678445737268,0.0996877682111229,2011,2014
10.30535/mto.16.4.3,0.037037037037037,0.0,,2011,2014
Blake2012Timbre_as_Differentiation,0.0432098765432098,0.1747575953458307,0.1190142197401819,2011,2014
Lind2009Transformational_Distance_and,0.0061728395061728,0.0,,2011,2014
Rusch2013Beyond_Homage_and,0.0061728395061728,0.0,,2011,2014
Cook2009Moving_Through_Triadic,0.0061728395061728,0.0,0.0051518197268999,2011,2014
Ewell2013“On_the_System,0.0061728395061728,0.0,,2011,2014
Benadon2007A_Circular_Plot,0.0308641975308641,0.0,,2011,2014
Monahan2011Review_of_Janet,0.0432098765432098,0.1847662141779789,0.0042898240585531,2011,2014
Foley2007The_Efficacy_of,0.0061728395061728,0.0,,2011,2014
Butterfield2010Variant_Timekeeping_Patterns,0.0246913580246913,0.0,,2011,2014
Burns2010Rhythmic_Archetypes_in,0.0308641975308641,0.0,,2011,2014
O’Donnell2007Embracing_Relational_Abundance,0.0061728395061728,0.0,,2011,2014
10.30535/mto.20.3.8,0.0185185185185185,0.0,0.0131126917106908,2011,2014
Leong2005The_Performer’s_Voice:,0.0246913580246913,0.0,,2011,2014
"Burns2004Authenticity,_Appropriation,_Signification:",0.0061728395061728,0.0,0.0038488942200008,2011,2014
Biamonte2011Introduction,0.0061728395061728,0.0,0.0123935238396271,2011,2014
10.30535/mto.18.1.7,0.0185185185185185,0.0,0.0131126917106908,2011,2014
Klumpenhouwer1994Some_Remarks_on,0.0246913580246913,0.0,0.0474118544336695,2011,2014
Schmalfeldt1998On_Keeping_the,0.0061728395061728,0.0,,2011,2014
Krims1995On_the_Fear,0.0246913580246913,0.0,0.0474118544336695,2011,2014
Ravenscroft2010Chair’s_Introduction_to,0.0061728395061728,0.0,,2011,2014
"Sheehy2013Improvisation,_Analysis,_and",0.0246913580246913,0.0,,2011,2014
10.30535/mto.16.4.4.,0.0679012345679012,0.0,,2011,2014
Steinbeck2013Improvisational_Fictions,0.037037037037037,0.0,,2011,2014
Hoag2011Brahms’s_“Great_Tragic,0.0123456790123456,0.0,,2011,2014
Rothgeb1995The_Tristan_Chord:,0.0061728395061728,0.0,,2011,2014
10.30535/mto.17.3.5,0.0925925925925925,0.3861236802413273,0.3109882439535956,2011,2014
Endrinal2013Review_of_Allan,0.0555555555555555,0.0,0.2860037022797803,2011,2014
Hatten2012Musical_Forces_and,0.0061728395061728,0.0,,2011,2014
Martens2007Glenn_Gould’s_“Constant,0.0061728395061728,0.0,,2011,2014
Hatten2012<i>Wordless_Carol</i>,0.0061728395061728,0.0,,2011,2014
Nettl2013Contemplating_the_Concept,0.0185185185185185,0.0,,2011,2014
Losada2007K-nets_and_Hierarchical,0.037037037037037,0.0,,2011,2014
Urista2003Beyond_Words:_The,0.0061728395061728,0.0,,2011,2014
10.30535/mto.7.6.1,0.0061728395061728,0.0,,2011,2014
10.30535/mto.19.2.2,0.0308641975308641,0.0,,2011,2014
10.30535/mto.18.3.11,0.0061728395061728,0.0,,2011,2014
Peck2003A_Review_of,0.0061728395061728,0.0,,2011,2014
10.30535/mto.19.4.3,0.0679012345679012,0.2918552036199095,0.2925089250666534,2011,2014
Guerrero2006Serial_Intervention_in,0.0037174721189591,0.0,,2014,2017
10.30535/mto.18.1.6,0.0111524163568773,0.0,,2014,2017
Schultz2012Tonal_Pairing_and,0.0631970260223048,0.010226195059847,0.2407345116787202,2014,2017
McCreless1996Review_of_Jean-Jacques,0.0037174721189591,0.0,0.0214665030222324,2014,2017
Kaminsky2005Review_of_<i>Beatlestudies,0.0037174721189591,0.0,0.014473524442724,2014,2017
Smith2014Listening_as_a,0.0074349442379182,0.0,,2014,2017
Hough2015Elements_of_Style,0.0483271375464684,0.0,0.2110654011268527,2014,2017
10.30535/mto.15.5.4,0.0074349442379182,0.0,0.0212122425875957,2014,2017
10.30535/mto.17.3.8,0.0483271375464684,0.0139826602592724,0.1332834083030846,2014,2017
Barolsky2013Conference_Report:_“Performance,0.0148698884758364,0.0,0.0287093820699117,2014,2017
Guido2014Unpacking_the_Box,0.0037174721189591,0.0,0.001061333815647,2014,2017
Nemire2014Convergence_Points_in,0.0037174721189591,0.0,,2014,2017
Koslovsky2013Conference_Report:_“Fifth,0.0037174721189591,0.0,,2014,2017
Rothstein2008Common-tone_Tonality_in,0.0037174721189591,0.0,2.179434239204161e-07,2014,2017
Garcia2005On_and_On:,0.0037174721189591,0.0,,2014,2017
Traut2009Dyadic_TC_Lattices:,0.0074349442379182,0.0,,2014,2017
Ewell2013Conference_Report:_Inaugural,0.0037174721189591,0.0,4.7033231627150274e-08,2014,2017
10.30535/mto.22.3.9,0.0297397769516728,0.0108695652173913,0.0415963338545893,2014,2017
Agawu1996Analyzing_Music_Under,0.0037174721189591,0.0,0.0214665030222324,2014,2017
Burns2008Embodied_Subjectivities_in,0.0223048327137546,0.0078667426486962,0.0533119665631634,2014,2017
Kopp2014On_Performing_Chopin’s,0.0297397769516728,0.0347227171500787,0.0295768394562992,2014,2017
"Cook2005Prompting_Performance:_Text,",0.0111524163568773,0.0,0.0038136750774008,2014,2017
Burns2005Feeling_the_Style:,0.0074349442379182,0.0,0.0250752695275682,2014,2017
10.30535/mto.17.1.8,0.0631970260223048,0.010226195059847,0.2407345116787202,2014,2017
Bugallo2014<i>Harmonic</i>_and_<i>Non-Harmonic</i>,0.0074349442379182,0.0,,2014,2017
Hesselink2013Radiohead’s_“Pyramid_Song”:,0.0037174721189591,0.0,0.0023094914814747,2014,2017
"Koozin1999On_Metaphor,_Technology,",0.0037174721189591,0.0,,2014,2017
Childs2006Structural_and_Transformational,0.0074349442379182,0.0,0.0029544934229028,2014,2017
Neidhöfer2007Bruno_Maderna’s_Serial,0.0037174721189591,0.0,,2014,2017
Hoeckner2001Poet’s_Love_and,0.0037174721189591,0.0,,2014,2017
Kuusi2009Discrimination_and_Evaluation,0.0037174721189591,0.0,,2014,2017
Kuusi2003The_Role_of,0.0037174721189591,0.0,,2014,2017
"Scotto2002Transformational_Networks,_Transpositional",0.0074349442379182,0.0,,2014,2017
Covach1994Destructuring_Cartesian_Dualism,0.0037174721189591,0.0,0.0214665030222324,2014,2017
10.30535/mto.22.1.3.,0.0260223048327137,0.0127173415929652,0.0229750122120447,2014,2017
Williams2009Beats_and_Flows:,0.0297397769516728,0.0030406074285261,0.0431215234760822,2014,2017
10.30535/mto.19.3.1,0.0037174721189591,0.0,0.0018190534157415,2014,2017
10.30535/mto.20.3.6,0.0074349442379182,0.0,2.9273064553435694e-06,2014,2017
Benadon2007Commentary_on_Matthew,0.0037174721189591,0.0,0.0028422439912634,2014,2017
