,1993_1998,1998_2003,2003_2008,2008_2013,2013_2018,2018_2023,2023_2028
10.30535/mto.20.3.9,,,,,1,1,1
10.30535/mto.20.4.1,,,,,1,1,1
10.30535/mto.21.1.3,,,,,1,1,1
10.30535/mto.21.1.4,,,,,1,1,1
10.30535/mto.21.2.3,,,,,1,1,1
10.30535/mto.21.2.5,,,,,1,1,1
10.30535/mto.21.3.10,,,,,1,1,1
10.30535/mto.21.3.7,,,,,1,1,3
10.30535/mto.21.3.9,,,,,1,1,1
10.30535/mto.22.1.1,,,,,1,1,3
10.30535/mto.22.1.2,,,,,1,1,3
10.30535/mto.22.1.3.,,,,,1,1,1
10.30535/mto.22.2.6,,,,,1,1,3
10.30535/mto.22.3.1,,,,,1,1,3
10.30535/mto.22.3.3,,,,,1,1,3
10.30535/mto.22.3.7,,,,,1,1,3
10.30535/mto.22.3.8,,,,,1,1,3
10.30535/mto.22.3.9,,,,,1,1,3
10.30535/mto.22.4.2,,,,,1,1,3
10.30535/mto.22.4.4,,,,,1,1,3
10.30535/mto.22.4.5,,,,,1,1,3
10.30535/mto.23.1.1,,,,,1,3,2
10.30535/mto.23.1.3,,,,,1,1,3
10.30535/mto.23.1.4,,,,,1,1,3
10.30535/mto.23.1.6,,,,,1,1,3
10.30535/mto.23.1.7,,,,,1,1,3
10.30535/mto.23.2.1,,,,,,1,3
10.30535/mto.23.2.2,,,,,1,1,3
10.30535/mto.23.2.4,,,,,1,1,3
10.30535/mto.23.2.5,,,,,1,1,3
10.30535/mto.23.2.6,,,,,,3,2
10.30535/mto.23.2.7,,,,,1,1,3
10.30535/mto.23.3.12,,,,,,3,2
10.30535/mto.23.3.2,,,,,1,1,3
10.30535/mto.23.3.4,,,,,1,1,3
10.30535/mto.23.3.6,,,,,1,1,3
10.30535/mto.23.4.4,,,,,1,1,3
10.30535/mto.23.4.6,,,,,1,1,3
10.30535/mto.23.4.7,,,,,1,1,3
10.30535/mto.23.4.8,,,,,1,1,3
10.30535/mto.24.1.1,,,,,,1,3
10.30535/mto.24.1.2,,,,,,1,3
10.30535/mto.24.1.4,,,,,,1,2
10.30535/mto.24.1.5,,,,,,1,3
10.30535/mto.24.2.3,,,,,,1,3
10.30535/mto.24.2.4,,,,,,1,3
10.30535/mto.24.3.1,,,,,,1,2
10.30535/mto.24.3.10,,,,,,1,2
10.30535/mto.24.3.12,,,,,,1,3
10.30535/mto.24.3.13,,,,,,1,3
10.30535/mto.24.3.14,,,,,,3,2
10.30535/mto.24.3.15,,,,,,1,2
10.30535/mto.24.3.4,,,,,,3,2
10.30535/mto.24.3.5,,,,,,3,2
10.30535/mto.24.3.7,,,,,,1,3
10.30535/mto.24.3.9,,,,,,1,2
10.30535/mto.24.4.1,,,,,,1,3
10.30535/mto.24.4.10,,,,,,3,2
10.30535/mto.24.4.11,,,,,,1,3
10.30535/mto.24.4.12,,,,,,3,2
10.30535/mto.24.4.13,,,,,,3,2
10.30535/mto.24.4.14,,,,,,1,3
10.30535/mto.24.4.15,,,,,,1,3
10.30535/mto.24.4.16,,,,,,1,3
10.30535/mto.24.4.2,,,,,,1,2
10.30535/mto.24.4.3,,,,,,1,3
10.30535/mto.24.4.4,,,,,,1,2
10.30535/mto.24.4.5,,,,,,1,3
10.30535/mto.24.4.8,,,,,,1,3
10.30535/mto.25.1.1,,,,,,3,2
10.30535/mto.25.1.10,,,,,,3,2
10.30535/mto.25.1.11,,,,,,3,2
10.30535/mto.25.1.12,,,,,,3,2
10.30535/mto.25.1.2,,,,,,3,2
10.30535/mto.25.1.4,,,,,,3,2
10.30535/mto.25.1.5,,,,,,3,2
10.30535/mto.25.1.6,,,,,,1,3
10.30535/mto.25.1.7,,,,,,3,2
10.30535/mto.25.1.8,,,,,,3,2
10.30535/mto.25.1.9,,,,,,3,2
10.30535/mto.25.2.1,,,,,,1,2
10.30535/mto.25.2.2,,,,,,11,11
10.30535/mto.25.2.3,,,,,,3,2
10.30535/mto.25.2.4,,,,,,3,2
10.30535/mto.25.2.5,,,,,,3,2
10.30535/mto.25.2.7,,,,,,3,2
10.30535/mto.25.3.1,,,,,,3,2
10.30535/mto.25.3.2,,,,,,3,2
10.30535/mto.25.3.3,,,,,,3,2
10.30535/mto.25.4.1,,,,,,3,2
10.30535/mto.25.4.2,,,,,,3,2
10.30535/mto.25.4.3,,,,,,1,3
10.30535/mto.25.4.4,,,,,,1,3
10.30535/mto.25.4.5,,,,,,3,2
10.30535/mto.25.4.6,,,,,,3,2
10.30535/mto.25.4.7,,,,,,3,2
10.30535/mto.26.1.1,,,,,,3,2
10.30535/mto.26.1.3,,,,,,3,2
10.30535/mto.26.1.4,,,,,,3,2
10.30535/mto.26.1.5,,,,,,3,2
10.30535/mto.26.1.6,,,,,,3,2
10.30535/mto.26.2.1,,,,,,3,2
10.30535/mto.26.2.10,,,,,,3,2
10.30535/mto.26.2.11,,,,,,3,2
10.30535/mto.26.2.12,,,,,,3,2
10.30535/mto.26.2.2,,,,,,3,2
10.30535/mto.26.2.3,,,,,,3,2
10.30535/mto.26.2.4,,,,,,3,2
10.30535/mto.26.2.5,,,,,,3,2
10.30535/mto.26.2.6,,,,,,3,2
10.30535/mto.26.2.7,,,,,,3,2
10.30535/mto.26.2.8,,,,,,3,2
10.30535/mto.26.2.9,,,,,,3,2
10.30535/mto.26.3.1,,,,,,3,2
10.30535/mto.26.3.10,,,,,,3,2
10.30535/mto.26.3.11,,,,,,3,2
10.30535/mto.26.3.12.,,,,,,3,2
10.30535/mto.26.3.13,,,,,,3,2
10.30535/mto.26.3.14,,,,,,3,2
10.30535/mto.26.3.2,,,,,,3,2
10.30535/mto.26.3.3,,,,,,3,2
10.30535/mto.26.3.4,,,,,,3,2
10.30535/mto.26.3.7,,,,,,3,2
10.30535/mto.26.3.8,,,,,,3,2
10.30535/mto.26.3.9,,,,,,3,2
10.30535/mto.26.4.1,,,,,,3,2
10.30535/mto.26.4.11,,,,,,3,2
10.30535/mto.26.4.3,,,,,,3,2
10.30535/mto.26.4.4,,,,,,3,2
10.30535/mto.26.4.5,,,,,,3,2
10.30535/mto.26.4.7,,,,,,3,2
10.30535/mto.26.4.8,,,,,,11,11
10.30535/mto.26.4.9,,,,,,3,2
10.30535/mto.27.1.1,,,,,,3,2
10.30535/mto.27.1.10,,,,,,3,2
10.30535/mto.27.1.2,,,,,,3,2
10.30535/mto.27.1.3,,,,,,3,2
10.30535/mto.27.1.4,,,,,,3,2
10.30535/mto.27.1.5,,,,,,3,2
10.30535/mto.27.1.7,,,,,,3,2
10.30535/mto.27.2.1,,,,,,3,2
10.30535/mto.27.2.10,,,,,,3,2
10.30535/mto.27.2.11,,,,,,3,2
10.30535/mto.27.2.12,,,,,,3,2
10.30535/mto.27.2.13,,,,,,3,2
10.30535/mto.27.2.2,,,,,,3,2
10.30535/mto.27.2.3,,,,,,3,2
10.30535/mto.27.2.4,,,,,,3,2
10.30535/mto.27.2.5,,,,,,3,2
10.30535/mto.27.2.6,,,,,,3,2
10.30535/mto.27.2.7,,,,,,3,2
10.30535/mto.27.2.8,,,,,,3,2
10.30535/mto.27.2.9,,,,,,3,2
10.30535/mto.27.3.10,,,,,,3,2
10.30535/mto.27.3.2,,,,,,3,2
10.30535/mto.27.3.4,,,,,,3,2
10.30535/mto.27.3.5,,,,,,3,2
10.30535/mto.27.3.6,,,,,,3,2
10.30535/mto.27.3.8,,,,,,3,2
10.30535/mto.27.3.9,,,,,,3,2
10.30535/mto.27.4.1,,,,,,3,2
10.30535/mto.27.4.2,,,,,,3,2
10.30535/mto.27.4.3,,,,,,3,2
10.30535/mto.27.4.4,,,,,,3,2
10.30535/mto.27.4.5,,,,,,3,2
10.30535/mto.27.4.6,,,,,,3,2
10.30535/mto.27.4.7,,,,,,3,2
10.30535/mto.27.4.8,,,,,,3,2
10.30535/mto.27.4.9,,,,,,3,2
10.30535/mto.28.1.2,,,,,,3,2
10.30535/mto.28.1.6,,,,,,3,2
10.30535/mto.28.1.8,,,,,,3,2
10.30535/mto.28.1.9,,,,,,3,2
10.30535/mto.28.2.10,,,,,,3,2
10.30535/mto.28.2.11,,,,,,3,2
10.30535/mto.28.2.2,,,,,,3,2
10.30535/mto.28.2.3,,,,,,3,2
10.30535/mto.28.2.5,,,,,,,12
10.30535/mto.28.2.6,,,,,,3,2
10.30535/mto.28.2.7,,,,,,3,2
10.30535/mto.28.2.9,,,,,,3,2
10.30535/mto.28.3.1,,,,,,3,2
10.30535/mto.28.3.2,,,,,,3,2
10.30535/mto.28.3.3,,,,,,3,2
10.30535/mto.28.3.4,,,,,,3,2
10.30535/mto.28.3.5,,,,,,3,2
10.30535/mto.28.3.6,,,,,,3,2
10.30535/mto.28.3.7,,,,,,3,2
10.30535/mto.28.3.8,,,,,,3,2
10.30535/mto.28.3.9,,,,,,3,2
10.30535/mto.28.4.10,,,,,,3,2
10.30535/mto.28.4.2,,,,,,3,2
10.30535/mto.28.4.3,,,,,,3,2
10.30535/mto.28.4.5,,,,,,3,2
10.30535/mto.28.4.6,,,,,,3,2
10.30535/mto.28.4.7,,,,,,3,2
10.30535/mto.28.4.8,,,,,,3,2
10.30535/mto.29.1.1,,,,,,,2
10.30535/mto.29.1.2,,,,,,,2
10.30535/mto.29.1.3,,,,,,,2
10.30535/mto.29.1.4,,,,,,,2
10.30535/mto.29.1.5,,,,,,,2
10.30535/mto.29.2.1,,,,,,,12
10.30535/mto.29.2.2,,,,,,,2
10.30535/mto.29.2.3,,,,,,,2
10.30535/mto.29.3.1,,,,,,,2
10.30535/mto.29.3.3,,,,,,,2
10.30535/mto.29.3.4,,,,,,,2
10.30535/mto.29.3.5,,,,,,,2
10.30535/mto.29.3.8,,,,,,,2
10.30535/mto.29.3.9,,,,,,,2
10.30535/mto.29.4.1,,,,,,,2
10.30535/mto.29.4.3,,,,,,,2
10.30535/mto.29.4.4,,,,,,,2
10.30535/mto.29.4.5,,,,,,,2
10.30535/mto.29.4.8,,,,,,,2
10.30535/mto.29.4.9,,,,,,,2
10.30535/mto.30.1.2,,,,,,,13
10.30535/mto.30.1.3,,,,,,,13
10.30535/mto.30.1.7,,,,,,,2
10.30535/mto.30.1.9,,,,,,,2
10.30535/mto.30.2.2,,,,,,,2
10.30535/mto.30.2.3,,,,,,,2
10.30535/mto.30.2.4,,,,,,,2
10.30535/mto.30.2.5,,,,,,,2
10.30535/mto.30.2.7,,,,,,,2
10.30535/mto.30.3.1,,,,,,,2
10.30535/mto.30.3.3,,,,,,,2
10.30535/mto.30.3.4,,,,,,,2
10.30535/mto.30.3.5,,,,,,,2
10.30535/mto.30.3.7,,,,,,,2
10.30535/mto.30.4.1,,,,,,,2
10.30535/mto.30.4.10,,,,,,,2
10.30535/mto.30.4.2,,,,,,,2
10.30535/mto.30.4.24,,,,,,,2
10.30535/mto.30.4.28,,,,,,,2
10.30535/mto.30.4.3,,,,,,,2
10.30535/mto.30.4.4,,,,,,,2
10.30535/mto.4.1.1,,1,1,2,2,4,4
10.30535/mto.7.1.1,,7,7,2,2,4,4
10.30535/mto.7.2.1,,1,1,2,2,4,4
10.30535/mto.7.6.1,,7,7,2,2,4,4
Aarden2004Rules_for_Chord,,,9,4,4,5,5
Agawu1996Analyzing_Music_Under,1,2,2,2,2,4,4
Agmon1996Beethoven’s_Op._81a,8,3,3,2,2,4,4
Agmon1997The_Bridges_that,2,3,3,2,2,4,4
Albrecht2014Review_of_Elizabeth,,,,,1,1,1
"Alpern1998Review_Article,_“Will",,1,1,2,2,4,4
Alphonce1994Dissonance_and_Schumann’s,5,8,10,5,5,6,6
Andersen2017“What_can_they,,,,,1,1,3
Anku2000Circles_and_Time:,,7,7,2,2,4,4
Argentino2015Review_of_Jack,,,,,1,1,3
Arlin2016Review_of_L.,,,,,1,1,3
"Atkinson2011Canons,_Augmentations,_and",,,,3,3,2,1
Attas2009Metaphors_in_Motion:,,,,3,3,2,1
Attas2016Review_of_Ron,,,,,1,1,3
Auerbach2010Pedagogical_Applications_of,,,,1,1,2,1
Aziz2014Review_of_William,,,,,1,1,1
Aziz2015The_Evolution_of,,,,,1,1,1
BaileyShea2012Musical_Forces_and,,,,,1,2,1
BaileyShea2013Review_of_Michael,,,,,1,2,1
Baker2018Review_of_Eric,,,,,,1,3
Bakulina2014The_Concept_of,,,,,1,1,1
Bakulina2017Canons_as_Hypermetrical,,,,,1,1,3
Baragwanath2008Analytical_Approaches_to,,,,3,3,2,1
Barnes1997A_Review_of,3,5,5,2,2,4,4
Barolsky2013Conference_Report:_“Performance,,,,,1,2,1
Bazayev2014Introduction:_Russian_Theoretical,,,,,1,1,1
Bazayev2018An_Octatonic_History,,,,,,1,3
Benadon2007A_Circular_Plot,,,4,3,3,2,1
Benadon2007Commentary_on_Matthew,,,4,3,3,2,1
Bent1996Diatonic_<i>ficta</i>_revisited:,2,4,3,2,2,4,4
Berman1996Review_of_Glenn,7,10,11,2,2,4,4
Biamonte2017Conference_Report:_“A,,,,,1,1,3
"Binder2016Art_and_Science,",,,,,1,1,1
Black2018Schubert’s_Development_of,,,,,,1,3
Blake2012Timbre_as_Differentiation,,,,1,1,2,1
Blättler2017A_Voicing-Based_Model,,,,,1,3,2
Bor2009Sonata-Formal_Functions_and,,,,3,3,2,1
Boss1999“Schenkerian-Schoenbergian_Analysis”_and,,12,1,2,2,4,4
Boss2015“Away_with_Motivic,,,,,1,1,3
Bourne2016Perceiving_Irony_in,,,,,1,1,1
Boyle2021Review_of_<i>The,,,,,,3,2
Bradford2017Review_of_Yayoi,,,,,1,1,3
Brasky2010Extraordinary_Function_and,,,,1,1,2,1
Brinkman1997Using_the_Tools,3,3,3,2,2,4,4
Brody2013Review_of_Matthew,,,,,1,2,1
Broman1996Report_from_the,3,5,5,2,2,4,4
Broman1997Report_from_the,8,3,3,2,2,4,4
Broman1998Report_from_the,,3,3,2,2,4,4
Brown1996“Adrift_on_Neurath’s,1,2,2,2,2,4,4
Brown2009Axis_Tonality_and,,,,1,3,2,1
Brown2014Review_of_Paolo,,,,,1,1,1
Buchler2007Reconsidering_Klumpenhouwer_Networks,,,4,3,3,2,1
Bugallo2014<i>Harmonic</i>_and_<i>Non-Harmonic</i>,,,,,1,2,1
Buhler1999Review_of_Roger,,1,1,2,2,4,4
Burnham1996Theorists_and_“The,11,14,14,6,6,7,7
Burns2008Embodied_Subjectivities_in,,,,10,10,12,14
Burns2012Review_of_Michael,,,,1,1,2,1
Burstein2015“That_Awkward_Scale”:,,,,,1,1,1
Burstein2016Review_of_Carl,,,,,1,1,3
Byron2006The_Test_Pressings,,,4,3,3,2,1
Byros2012Review_of_Giorgio,,,,1,1,2,1
Byros2015Prelude_on_a,,,,,1,1,1
Cairns2014A_Glimpse_at,,,,,1,1,1
Callender2014Performing_the_Irrational:,,,,,1,2,1
Caplin2010Beethoven’s_“Tempest”_Exposition:,,,,1,1,2,1
Carlson2011Review_of_Alexandra,,,,1,1,2,1
Castine1996Review_of_John,3,5,5,2,2,4,4
Castine1996Review_of_“The,3,5,5,2,2,4,4
Chenette2012Hearing_Counterpoint_Within,,,,1,1,2,1
Chenette2015Review_of_Ronald,,,,,1,1,3
Cherlin2011Review_of_Sabine,,,,1,1,2,1
Clark2013Review_of_Susan,,,,,1,2,1
Clarke2017North_Indian_Classical,,,,,1,1,3
Clement2015Scale_Systems_and,,,,,1,1,1
Clement2017Review_of_Brad,,,,,1,1,3
Clendinning1996Review/Article_of_Miguel,2,4,6,2,2,4,4
Clercq2016Review_of_Ralf,,,,,1,1,3
Clercq2018Review_of_Christopher,,,,,,1,3
Cochrane1995The_Ideal_Four,6,9,8,2,2,4,4
Cochrane1995The_Phases_of,1,2,8,2,2,4,4
Code1995Listening_for_Schubert’s,1,2,2,2,2,4,4
Cohen2015Expansive_Form_in,,,,,1,1,1
"Cook2005Prompting_Performance:_Text,",,,4,3,3,2,1
Cook2009Moving_Through_Triadic,,,,3,3,2,1
Covach1994Destructuring_Cartesian_Dualism,6,9,8,2,2,4,4
Covach1995Musical_Worlds_and,6,9,8,2,2,4,4
Covach1995Schoenberg’s_Turn_to,6,9,8,2,2,4,4
Covach2015Review_of_Robert,,,,,1,1,3
Cox2013Review_of_Steve,,,,,1,2,1
Cramer2003The_Harmonic_Function,,,4,3,3,2,1
Cubero2017Inwardness_and_Inner,,,,,1,1,3
Cuciurean1995Review_of_Mark,10,13,13,2,2,4,4
Cumming2013Renaissance_Improvisation_and,,,,,1,2,1
Damschroder1999Review_of_Carl,,1,1,2,2,4,4
Davis2011Stream_Segregation_and,,,,1,1,2,1
Decker2012Review_of_Andrew,,,,,1,1,1
Demske1995On_Considering_a,4,6,2,2,2,4,4
Demske1995Response_to_Parncutt,4,6,2,2,2,4,4
Dineen2013Species_Counterpoint_with,,,,,1,2,1
Dodson2002Performance_and_Hypermetric,,7,7,2,2,4,4
Dodson2012Solutions_to_the,,,,1,1,2,1
Douw1997Music_Theory_at,12,16,18,11,11,13,15
Dubiel1996On_Getting_Deconstructed,9,11,12,2,2,4,4
"Dubiel2000Analysis,_Description,_and",,1,1,2,2,4,4
Duker2015Hacking_the_Music,,,,,1,1,1
Easley2008Review_of_Christopher,,,,3,3,2,1
Emmery2017Review_of_Laurel,,,,,1,1,2
Emmery2021Gender_Identity_and,,,,,,3,2
Endrinal2013Review_of_Allan,,,,,1,2,1
Eng2012Review_of_Peter,,,,1,1,2,1
Eriksson1999Four_Swedish_Dissertations,,3,3,2,2,4,4
Everett2001Review_of_Richard,,15,16,2,2,4,4
Ewell2012Rethinking_Octatonicism:_Views,,,,1,1,1,1
Ewell2013“On_the_System,,,,,1,1,1
Fankhauser2007Review_of_Ralph,,,19,12,12,14,16
Fieldman2015Review_of_Evan,,,,,1,1,1
Forte2000Responses_to_Plenary,,17,20,13,13,15,17
"Fox1996Review_of_Abeles,",12,16,18,11,11,13,15
Friedmann1997Review_of_Nicolas,8,3,3,2,2,4,4
Fuller1997Review_of_<i>Musica,2,3,3,2,2,4,4
Fyr2012Review_of_Timothy,,,,1,1,2,1
Gann2014Outside_the_Feedback,,,,,1,2,1
Gotham2015Meter_Metrics:_Characterizing,,,,,1,1,3
Gotham2016Pitch_Properties_of,,,,,1,1,3
Grall2011Review_of_Charles,,,,1,1,2,1
Grant2008Hysteria_at_the,,,,3,3,2,1
Grauer1996Toward_a_Unified,3,5,5,2,2,4,4
Grave1998Review_of_William,,1,1,2,2,4,4
Graybill2017Review_of_Edward,,,,,1,1,3
Gruber1996Review_of_the,1,2,2,2,2,4,4
Guerrero2006Serial_Intervention_in,,,21,14,14,16,18
Guez2017Review_of_Lorraine,,,,,1,1,3
Guido2014Unpacking_the_Box,,,,,1,1,1
"Gur2008Body,_Forces,_and",,,,3,3,2,1
Haimo1997Linear_Analysis—A_Cure,3,5,5,2,2,4,4
Hanenberg2016Rock_Modulation_and,,,,,1,1,3
Hannaford2020Review_of_Leslie,,,,,,3,2
Hanninen2014<img_style='margin-left:280px'_src,,,,,1,2,1
Harley1994Comment_on_Steven,6,9,8,2,2,4,4
Harrison2000Tolling_Time,,7,7,2,2,4,4
Hatten2012Musical_Forces_and,,,,1,1,2,1
Hatten2015Review_of_Matthew,,,,,1,1,1
Headlam1997Multimedia_for_Music,3,3,3,2,2,4,4
Headlam2012Review_of_Patricia,,,,1,1,2,1
Headlam2014Review_of_Bryan,,,,,1,1,3
Heetderks2011A_Tonal_Revolution,,,,1,1,2,1
Heinonen2000Review_of_Walter,,1,1,2,2,4,4
Hermann1995Towards_a_New,4,6,2,2,2,4,4
Hermann1997Reflexive_Postmodern_Anthropology,1,2,2,2,2,4,4
Hesselink2013Radiohead’s_“Pyramid_Song”:,,,,,1,2,1
Hippel2004Rules_for_Chord,,,9,4,4,5,5
Hoag2011Brahms’s_“Great_Tragic,,,,1,1,2,1
Hoeckner2001Poet’s_Love_and,,1,1,2,2,4,4
Hoffman2017Review_of_John,,,,,1,1,3
Hofmann-Engl1999Review_of_W.B.,,1,1,2,2,4,4
"Holm-Hudson2002Your_Guitar,_It",,15,16,2,2,4,4
Hood2012Ambiguity_of_Tonal,,,,1,1,2,1
Hook2011Review_of_Dmitri,,,,1,1,2,1
Hough2015Elements_of_Style,,,,,1,1,1
Huron2001What_is_a,,1,1,2,2,4,4
Inman2018Review_of_Justin,,,,,,1,3
Isaacson1996Issues_in_the,1,2,2,2,2,4,4
Isaacson2014<i>MTO</i>_at_the,,,,,1,2,1
J.2013Fraught_with_Ought:,,,,,1,2,1
"J.2013Pastorals,_Passepieds,_and",,,,,1,1,1
Jakubowski2018Spectral_Meter:_Dramatizing,,,,,,3,2
James1998Celibidache_and_Bruckner,,18,22,15,15,17,19
James1999Hans_Rott_(1858–1884)—The,,18,22,15,15,17,19
Jenkins2013Review_of_Guy,,,,,1,2,1
Johnston2014Modal_Idioms_and,,,,,1,1,1
Judd2013“To_Discourse_Learnedly”,,,,,1,1,1
Kaminsky2000Revenge_of_the,,1,1,2,2,4,4
Killam1997Cognitive_Dissonance:_Should,7,10,11,2,2,4,4
Killam1997Response_to_Professor,11,14,14,6,6,7,7
King2017Review_of_Diane,,,,,1,1,3
Klorman2014“Musical_Form:_Mapping,,,,,1,1,1
Klumpenhouwer1994Some_Remarks_on,2,4,6,2,2,4,4
Kochavi2012Review_of_Edward,,,,1,1,2,1
"Koozin1999On_Metaphor,_Technology,",,1,1,2,2,4,4
Koozin2014History_and_Future,,,,,1,1,1
Kopp1995On_the_Function,2,4,6,2,2,4,4
Kopp2014On_Performing_Chopin’s,,,,,1,2,1
Koslovsky2013Conference_Report:_“Fifth,,,,,1,2,1
Kozak2012Review_of_Evan,,,,1,1,2,1
Kraus2009Coaching_Mozart’s_String,,,,1,3,2,1
Kraus2014Review_of_David,,,,,1,1,1
Kraus2015Report_on_the,,,,,1,1,1
Krebs2011Review_of_Danuta,,,,1,1,2,1
Krebs2014Treading_Robert_Schumann’s,,,,,1,2,1
"Krims1994Bloom,_Post-Structuralism(s),_and",7,10,11,2,2,4,4
Krims1995On_the_Fear,7,10,11,2,2,4,4
Kutnowski2011How_Register_Tells,,,,1,1,2,1
Latham1997Review_of_Ethan,3,5,5,2,2,4,4
Latham2004Binary_Oppositions_in,,,4,3,3,2,1
Lau2015Composing_Declamation:_Notated,,,,,1,1,1
Leonard2018Musical_Mimesis_in,,,,,,1,2
Leong2005The_Performer’s_Voice:,,,4,3,3,2,1
Leong2017Review_of_Jeffrey,,,,,1,1,3
Lester1998How_Theorists_Relate,,1,1,2,2,4,4
Lewin1994Comment_on_John,5,8,10,5,5,6,6
Lewin1998The_D_Major,,3,3,2,2,4,4
Lewis2013Critical_Responses_to,,,,,1,2,1
Leydon2012Clean_as_a,,,,1,1,2,1
Leydon2013Review_of_Matthew,,,,,1,2,1
Li2021Cantopop_and_Speech-Melody,,,,,,3,2
Lind2009An_Interactive_Trichord,,,,3,3,2,1
Lindley1993An_Algebraic_Approach,2,4,6,2,2,4,4
Littlefield1994Code_and_Context:,5,8,10,5,5,6,6
Littlefield1996The_Silence_of,1,2,2,2,2,4,4
Lochhead1996Review_of_<i>Embodied,8,3,3,2,2,4,4
Lochhead1998Retooling_the_Technique,,1,1,2,2,4,4
London1995Misreading_Meyer:_A,1,2,8,2,2,4,4
London1997A_Different_Response,1,2,2,2,2,4,4
London2011Review_of_Yonatan,,,,1,1,2,1
Losada2007K-nets_and_Hierarchical,,,4,3,3,2,1
Love2012“Possible_Paths”:_Schemata,,,,1,1,2,1
Love2015Historical_Hypermetrical_Hearing:,,,,,1,1,1
Lumsden2017“You_Too_Can,,,,,1,1,3
Lundberg2014“To_Let_it,,,,,1,1,1
Mailman1996The_Aims_of,1,2,2,2,2,4,4
Malawey2010Harmonic_Stasis_and,,,,1,1,2,1
Malawey2014Strophic_Modification_in,,,,,1,1,1
Maler2013Songs_for_Hands:,,,,,1,2,1
Marlowe2020Resolving_Tensions_between,,,,,,3,2
Martens2007Glenn_Gould’s_“Constant,,,4,3,3,2,1
Martens2012Rendering_the_Prosaic,,,,1,1,2,1
Martens2016Ways_of_Knowing,,,,,1,1,3
Martin2010Harmonic_Progression_in,,,,1,1,2,1
Marvin1997Review_of_Daniel,3,3,3,2,2,4,4
Marvin2015Review_of_Markus,,,,,1,1,1
Mastic2015Normative_Wit:_Haydn’s,,,,,1,1,1
Mawer2007Exploring_Complementation_in,,,4,3,3,2,1
McCreless1996Contemporary_Music_Theory,7,10,2,2,2,4,4
McCreless1996Review_of_Jean-Jacques,2,4,6,2,2,4,4
McCreless1998Music_Theory_as,,19,23,16,16,18,20
McCreless2000Music_Theory_and,,17,20,13,13,15,17
McCreless2016Review_of_Thomas,,,,,1,1,3
McNamee1997Publishing_and_Pedagogy,11,14,14,6,6,7,7
Meeus1997Music_Theory_and,1,2,2,2,2,4,4
Meeus2000Toward_a_Post-Schoenbergian,,12,1,2,2,4,4
Mendez2020Review_of_Jennifer,,,,,,3,2
Mengozzi1998Review_of_Lionel,,3,3,2,2,4,4
Miller2020“All_of_the,,,,,,3,2
Monahan2011Review_of_Janet,,,,1,1,2,1
Morabito2016The_Score_in,,,,,1,1,3
Morrison2015Review_of_Brian,,,,,1,1,3
Morse1997To_Rosemary_Killam:,1,2,2,2,2,4,4
Moseley2013Entextualization_and_the,,,,,1,2,1
Moseley2016Review_of_Roger,,,,,1,1,3
Murcott2014Tomorrow’s_Music_On,,,,,1,2,1
Murphy2007Considering_Network_Recursion,,,4,3,3,2,1
Murphy2016Cohn’s_Platonic_Model,,,,,1,1,3
Murphy2018Review_of_<i>The,,,,,,1,2
