,1993_1998,1998_2003,2003_2008,2008_2013,2013_2018,2018_2023,2023_2028
10.30535/mto.22.3.9,,,,,6,5,5
10.30535/mto.22.4.2,,,,,6,5,5
10.30535/mto.22.4.5,,,,,2,3,2
10.30535/mto.23.1.1,,,,,2,8,2
10.30535/mto.23.1.3,,,,,4,4,4
10.30535/mto.23.1.4,,,,,8,14,15
10.30535/mto.23.1.6,,,,,6,5,5
10.30535/mto.23.1.7,,,,,2,17,2
10.30535/mto.23.2.1,,,,,13,11,10
10.30535/mto.23.2.2,,,,,8,4,7
10.30535/mto.23.2.4,,,,,10,10,12
10.30535/mto.23.2.5,,,,,2,2,2
10.30535/mto.23.2.7,,,,,6,5,5
10.30535/mto.23.3.2,,,,,7,6,6
10.30535/mto.23.3.4,,,,,2,2,2
10.30535/mto.23.3.6,,,,,8,4,7
10.30535/mto.23.4.6,,,,,4,4,7
10.30535/mto.23.4.7,,,,,8,4,7
10.30535/mto.23.4.8,,,,,2,3,3
10.30535/mto.24.1.1,,,,,,4,7
10.30535/mto.24.1.2,,,,,,1,1
10.30535/mto.24.2.3,,,,,,5,5
10.30535/mto.24.2.4,,,,,,4,4
10.30535/mto.24.3.1,,,,,,12,11
10.30535/mto.24.3.10,,,,,,11,10
10.30535/mto.24.3.12,,,,,,1,1
10.30535/mto.24.3.14,,,,,,15,1
10.30535/mto.24.3.15,,,,,,3,3
10.30535/mto.24.3.4,,,,,,3,3
10.30535/mto.24.3.5,,,,,,16,16
10.30535/mto.24.3.7,,,,,,8,14
10.30535/mto.24.3.9,,,,,,13,15
10.30535/mto.24.4.1,,,,,,5,5
10.30535/mto.24.4.11,,,,,,4,7
10.30535/mto.24.4.14,,,,,,4,7
10.30535/mto.24.4.15,,,,,,4,4
10.30535/mto.24.4.3,,,,,,14,15
10.30535/mto.24.4.8,,,,,,4,7
10.30535/mto.25.1.1,,,,,,5,5
10.30535/mto.25.1.10,,,,,,3,3
10.30535/mto.25.1.11,,,,,,2,2
10.30535/mto.25.1.12,,,,,,1,1
10.30535/mto.25.1.2,,,,,,9,8
10.30535/mto.25.1.6,,,,,,14,15
10.30535/mto.25.1.7,,,,,,18,18
10.30535/mto.25.1.9,,,,,,3,3
10.30535/mto.25.2.1,,,,,,11,10
10.30535/mto.25.2.4,,,,,,4,4
10.30535/mto.25.2.5,,,,,,6,6
10.30535/mto.25.2.7,,,,,,8,2
10.30535/mto.25.3.1,,,,,,8,14
10.30535/mto.25.3.3,,,,,,5,5
10.30535/mto.25.4.1,,,,,,2,2
10.30535/mto.25.4.2,,,,,,5,5
10.30535/mto.25.4.3,,,,,,4,2
10.30535/mto.25.4.4,,,,,,4,7
10.30535/mto.25.4.5,,,,,,4,4
10.30535/mto.25.4.6,,,,,,1,1
10.30535/mto.25.4.7,,,,,,2,2
10.30535/mto.26.1.1,,,,,,4,7
10.30535/mto.26.1.3,,,,,,2,2
10.30535/mto.26.1.4,,,,,,9,8
10.30535/mto.26.1.5,,,,,,11,10
10.30535/mto.26.1.6,,,,,,4,7
10.30535/mto.26.2.1,,,,,,18,18
10.30535/mto.26.2.10,,,,,,14,15
10.30535/mto.26.2.11,,,,,,5,5
10.30535/mto.26.2.12,,,,,,11,10
10.30535/mto.26.2.2,,,,,,8,2
10.30535/mto.26.2.3,,,,,,1,1
10.30535/mto.26.2.4,,,,,,15,1
10.30535/mto.26.2.6,,,,,,1,1
10.30535/mto.26.2.7,,,,,,2,2
10.30535/mto.26.2.9,,,,,,5,7
10.30535/mto.26.3.1,,,,,,1,1
10.30535/mto.26.3.11,,,,,,12,11
10.30535/mto.26.3.12.,,,,,,3,3
10.30535/mto.26.3.14,,,,,,5,5
10.30535/mto.26.3.2,,,,,,2,2
10.30535/mto.26.3.4,,,,,,8,14
10.30535/mto.26.3.7,,,,,,6,6
10.30535/mto.26.3.8,,,,,,11,10
10.30535/mto.26.4.11,,,,,,5,16
10.30535/mto.26.4.4,,,,,,1,1
10.30535/mto.26.4.7,,,,,,6,6
10.30535/mto.26.4.8,,,,,,5,5
10.30535/mto.27.1.1,,,,,,3,3
10.30535/mto.27.1.10,,,,,,1,1
10.30535/mto.27.1.2,,,,,,8,2
10.30535/mto.27.1.3,,,,,,2,2
10.30535/mto.27.1.4,,,,,,11,10
10.30535/mto.27.1.7,,,,,,3,3
10.30535/mto.27.2.1,,,,,,3,17
10.30535/mto.27.2.10,,,,,,3,3
10.30535/mto.27.2.11,,,,,,5,16
10.30535/mto.27.2.12,,,,,,2,2
10.30535/mto.27.2.2,,,,,,4,4
10.30535/mto.27.2.3,,,,,,9,8
10.30535/mto.27.2.4,,,,,,3,17
10.30535/mto.27.2.5,,,,,,3,3
10.30535/mto.27.2.6,,,,,,3,3
10.30535/mto.27.2.7,,,,,,2,2
10.30535/mto.27.2.9,,,,,,17,2
10.30535/mto.27.3.4,,,,,,10,12
10.30535/mto.27.3.5,,,,,,11,10
10.30535/mto.27.3.7,,,,,,3,19
10.30535/mto.27.4.1,,,,,,2,2
10.30535/mto.27.4.3,,,,,,2,2
10.30535/mto.27.4.4,,,,,,4,2
10.30535/mto.27.4.5,,,,,,3,3
10.30535/mto.27.4.6,,,,,,1,1
10.30535/mto.27.4.7,,,,,,7,9
10.30535/mto.27.4.8,,,,,,3,3
10.30535/mto.27.4.9,,,,,,1,1
10.30535/mto.28.1.2,,,,,,3,3
10.30535/mto.28.1.6,,,,,,4,4
10.30535/mto.28.1.7,,,,,,6,13
10.30535/mto.28.2.10,,,,,,8,2
10.30535/mto.28.2.11,,,,,,10,12
10.30535/mto.28.2.3,,,,,,12,11
10.30535/mto.28.2.4,,,,,,2,2
10.30535/mto.28.2.5,,,,,,6,13
10.30535/mto.28.2.6,,,,,,2,2
10.30535/mto.28.2.7,,,,,,1,1
10.30535/mto.28.2.9,,,,,,2,2
10.30535/mto.28.3.1,,,,,,5,5
10.30535/mto.28.3.2,,,,,,13,7
10.30535/mto.28.3.3,,,,,,7,9
10.30535/mto.28.3.5,,,,,,11,10
10.30535/mto.28.3.6,,,,,,8,2
10.30535/mto.28.3.7,,,,,,5,5
10.30535/mto.28.3.8,,,,,,2,2
10.30535/mto.28.3.9,,,,,,2,2
10.30535/mto.28.4.10,,,,,,3,3
10.30535/mto.28.4.2,,,,,,1,1
10.30535/mto.28.4.3,,,,,,2,2
10.30535/mto.28.4.5,,,,,,2,2
10.30535/mto.28.4.6,,,,,,2,2
10.30535/mto.28.4.8,,,,,,17,2
10.30535/mto.28.4.9,,,,,,5,5
10.30535/mto.29.1.3,,,,,,,1
10.30535/mto.29.1.5,,,,,,,10
10.30535/mto.29.2.1,,,,,,,13
10.30535/mto.29.3.1,,,,,,,2
10.30535/mto.29.3.4,,,,,,,3
10.30535/mto.29.3.5,,,,,,,2
10.30535/mto.29.3.9,,,,,,,2
10.30535/mto.29.4.1,,,,,,,4
10.30535/mto.29.4.3,,,,,,,6
10.30535/mto.29.4.4,,,,,,,3
10.30535/mto.29.4.5,,,,,,,4
10.30535/mto.29.4.9,,,,,,,11
10.30535/mto.30.1.9,,,,,,,8
10.30535/mto.30.2.2,,,,,,,8
10.30535/mto.30.2.3,,,,,,,2
10.30535/mto.30.2.4,,,,,,,6
10.30535/mto.30.2.5,,,,,,,8
10.30535/mto.30.2.7,,,,,,,1
10.30535/mto.30.3.1,,,,,,,1
10.30535/mto.30.3.3,,,,,,,2
10.30535/mto.30.3.4,,,,,,,3
10.30535/mto.30.3.5,,,,,,,3
10.30535/mto.30.3.6,,,,,,,5
10.30535/mto.30.4.1,,,,,,,2
10.30535/mto.30.4.10,,,,,,,3
10.30535/mto.30.4.12,,,,,,,7
10.30535/mto.30.4.8,,,,,,,13
10.30535/mto.4.1.1,,1,1,1,1,1,1
10.30535/mto.7.1.1,,3,3,2,3,3,3
10.30535/mto.7.2.1,,1,1,1,1,1,1
10.30535/mto.7.6.1,,3,3,2,3,3,3
Agawu1996Analyzing_Music_Under,1,1,1,1,1,1,1
Agmon1997The_Bridges_that,3,2,2,3,4,4,4
Albrecht2014Review_of_Elizabeth,,,,,6,5,5
"Alpern1998Review_Article,_“Will",,1,1,1,1,1,1
Alphonce1994Dissonance_and_Schumann’s,3,2,2,6,7,6,6
Amiot2009Discrete_Fourier_Transform,,,,,12,6,13
Andersen2017“What_can_they,,,,,1,1,1
Anku2000Circles_and_Time:,,3,3,2,3,3,3
Arlin2016Review_of_L.,,,,,1,1,1
"Atkinson2011Canons,_Augmentations,_and",,,,5,8,9,8
Attas2009Metaphors_in_Motion:,,,,5,8,9,8
Attas2016Review_of_Ron,,,,,2,2,2
Auerbach2010Pedagogical_Applications_of,,,,2,2,3,3
Aziz2015The_Evolution_of,,,,,1,2,2
BaileyShea2012Musical_Forces_and,,,,,6,13,15
BaileyShea2013Review_of_Michael,,,,,6,13,15
Bakulina2014The_Concept_of,,,,,8,4,7
Bakulina2017Canons_as_Hypermetrical,,,,,9,3,2
Baragwanath2008Analytical_Approaches_to,,,,1,1,1,1
Barolsky2013Conference_Report:_“Performance,,,,,1,1,1
Bazayev2014Introduction:_Russian_Theoretical,,,,,12,6,13
Benadon2007Commentary_on_Matthew,,,3,2,3,3,3
Bent1996Diatonic_<i>ficta</i>_revisited:,3,2,2,6,7,6,6
Biamonte2017Conference_Report:_“A,,,,,2,2,2
Black2018Schubert’s_Development_of,,,,,,14,15
Blake2012Timbre_as_Differentiation,,,,8,6,8,2
Bor2009Sonata-Formal_Functions_and,,,,4,5,2,2
Boss1999“Schenkerian-Schoenbergian_Analysis”_and,,1,1,1,14,12,11
Boss2015“Away_with_Motivic,,,,,14,12,11
Bourne2016Perceiving_Irony_in,,,,,5,2,2
Boyle2021Review_of_<i>The,,,,,,3,3
Bradford2017Review_of_Yayoi,,,,,1,1,1
Brody2013Review_of_Matthew,,,,,7,6,6
"Broesche2016Glenn_Gould,_Spliced:",,,,,1,1,1
Broman1997Report_from_the,2,5,5,2,9,7,9
Broman1998Report_from_the,,4,4,4,2,2,2
Brown1996“Adrift_on_Neurath’s,1,1,1,1,10,15,1
Bugallo2014<i>Harmonic</i>_and_<i>Non-Harmonic</i>,,,,,3,3,3
Burnham1996Theorists_and_“The,5,8,11,13,11,12,11
"Burns2004Authenticity,_Appropriation,_Signification:",,,8,11,10,8,14
Burns2012Review_of_Michael,,,,9,10,10,12
Burstein2016Review_of_Carl,,,,,1,1,1
Byron2006The_Test_Pressings,,,1,1,1,1,1
Byros2012Review_of_Giorgio,,,,10,6,5,5
Byros2015Prelude_on_a,,,,,6,5,5
Caplin2010Beethoven’s_“Tempest”_Exposition:,,,,4,13,11,10
Carlson2011Review_of_Alexandra,,,,12,4,3,17
Chenette2012Hearing_Counterpoint_Within,,,,1,1,1,1
Chenette2015Review_of_Ronald,,,,,3,3,3
Clark2013Review_of_Susan,,,,,1,1,1
Clarke2017North_Indian_Classical,,,,,6,5,5
Clement2015Scale_Systems_and,,,,,5,2,2
Clement2017Review_of_Brad,,,,,3,3,2
Clendinning1996Review/Article_of_Miguel,3,2,2,3,5,4,2
Clercq2016Review_of_Ralf,,,,,10,10,12
Clercq2018Review_of_Christopher,,,,,,1,1
Cochrane1995The_Ideal_Four,6,5,9,7,1,7,9
Code1995Listening_for_Schubert’s,1,1,1,1,1,1,1
Cohen2015Expansive_Form_in,,,,,5,2,2
"Cook2005Prompting_Performance:_Text,",,,1,1,1,1,1
Covach2015Review_of_Robert,,,,,2,2,2
Cox2013Review_of_Steve,,,,,8,9,8
Cuciurean1995Review_of_Mark,2,5,5,6,9,7,9
Cumming2013Renaissance_Improvisation_and,,,,,1,1,1
Damschroder1999Review_of_Carl,,1,1,1,1,1,1
Davis2011Stream_Segregation_and,,,,2,3,3,3
Demske1995On_Considering_a,2,5,5,8,9,7,9
Demske1995Response_to_Parncutt,2,5,5,2,9,7,9
Dineen2002Figured_Bass_and,,2,2,3,4,4,4
Dodson2002Performance_and_Hypermetric,,3,3,2,3,3,3
Dodson2012Solutions_to_the,,,,2,3,3,3
Dubiel1996On_Getting_Deconstructed,6,5,9,7,1,7,9
"Dubiel2000Analysis,_Description,_and",,1,1,1,1,1,1
Easley2008Review_of_Christopher,,,,1,1,16,16
Emmery2017Review_of_Laurel,,,,,11,12,11
Endrinal2013Review_of_Allan,,,,,1,1,1
Eng2012Review_of_Peter,,,,1,1,1,1
Eriksson1999Four_Swedish_Dissertations,,6,7,7,11,4,7
Everett2001Review_of_Richard,,4,4,4,2,2,2
Everett2004Making_Sense_of,,,2,3,2,4,2
Everett2004Parody_with_an,,,4,5,8,9,8
Ewell2013“On_the_System,,,,,11,13,7
Fankhauser2007Review_of_Ralph,,,4,4,2,2,2
Fieldman2015Review_of_Evan,,,,,4,4,4
Forte2000Responses_to_Plenary,,1,1,9,10,10,12
Fuller1997Review_of_<i>Musica,3,2,2,6,7,6,6
Fyr2012Review_of_Timothy,,,,2,3,3,3
Gann2014Outside_the_Feedback,,,,,3,3,19
Garcia2005On_and_On:,,,,3,6,5,5
Gloag2004Review_of_David,,,9,7,1,7,9
Goldenberg2006A_Musical_Gesture,,,,1,11,12,11
Gotham2015Meter_Metrics:_Characterizing,,,,,3,3,3
Gotham2016Pitch_Properties_of,,,,,1,1,1
Grall2011Review_of_Charles,,,,6,12,6,13
Grant2008Hysteria_at_the,,,,1,1,1,1
Grauer1996Toward_a_Unified,1,4,4,5,8,4,7
Grave1998Review_of_William,,1,1,1,1,1,1
Gruber1996Review_of_the,2,1,1,1,1,1,1
Guez2017Review_of_Lorraine,,,,,10,10,12
Guido2014Unpacking_the_Box,,,,,7,6,6
"Gur2008Body,_Forces,_and",,,,1,1,1,1
Hanenberg2016Rock_Modulation_and,,,,,2,2,2
Hannaford2020Review_of_Leslie,,,,,,1,1
Hanninen2014<img_style='margin-left:280px'_src,,,,,1,10,1
Harrison2000Tolling_Time,,3,3,2,6,5,16
Hatten2015Review_of_Matthew,,,,,5,2,2
Headlam2012Review_of_Patricia,,,,9,10,10,12
Heinonen2000Review_of_Walter,,1,1,1,1,1,1
Hermann1995Towards_a_New,2,5,5,8,9,7,9
Hermann1997Reflexive_Postmodern_Anthropology,1,1,1,1,1,1,1
Hesselink2013Radiohead’s_“Pyramid_Song”:,,,,,3,3,3
Hisama2000Life_Outside_the,,,,,7,6,6
Hoag2011Brahms’s_“Great_Tragic,,,,3,4,4,7
Hoeckner2001Poet’s_Love_and,,1,1,1,1,1,1
Hofmann-Engl1999Review_of_W.B.,,1,1,1,1,1,1
"Holm-Hudson2002Your_Guitar,_It",,4,4,5,2,2,2
Hood2012Ambiguity_of_Tonal,,,,2,1,1,1
Hook2011Review_of_Dmitri,,,,7,8,4,7
Hough2015Elements_of_Style,,,,,4,4,4
Huron2001What_is_a,,1,1,1,1,1,1
Inman2018Review_of_Justin,,,,,,3,17
Isaacson1996Issues_in_the,1,1,1,1,1,1,1
J.2013Fraught_with_Ought:,,,,,1,1,1
"J.2013Pastorals,_Passepieds,_and",,,,,8,9,8
Jakubowski2018Spectral_Meter:_Dramatizing,,,,,,2,2
James1999Hans_Rott_(1858–1884)—The,,,,1,8,14,15
"Jan2011Music,_Memory,_and",,,,5,8,9,8
Jenkins2013Review_of_Guy,,,,,12,6,13
Johnston2014Modal_Idioms_and,,,,,4,4,4
"Judd1994Composers,_performers,_and",4,6,1,2,1,1,1
Judd2013“To_Discourse_Learnedly”,,,,,12,6,13
Kaminsky2000Revenge_of_the,,1,1,1,1,1,1
Karpinski2000Lessons_from_the,,2,2,3,4,4,4
Killam1997Response_to_Professor,5,8,11,13,11,12,11
King2017Review_of_Diane,,,,,2,2,2
Klorman2014“Musical_Form:_Mapping,,,,,5,2,2
"Koozin1999On_Metaphor,_Technology,",,6,6,5,8,9,8
Koozin2014History_and_Future,,,,,2,2,2
Kopp1995On_the_Function,3,2,2,3,4,4,4
Kopp2014On_Performing_Chopin’s,,,,,1,1,1
Kozak2012Review_of_Evan,,,,1,1,1,1
Kraus2009Coaching_Mozart’s_String,,,,2,3,3,3
Kraus2014Review_of_David,,,,,5,2,2
Krebs2011Review_of_Danuta,,,,2,3,3,3
Krebs2014Treading_Robert_Schumann’s,,,,,1,1,1
Kuusi2009Discrimination_and_Evaluation,,,,,,2,2
Latham2004Binary_Oppositions_in,,,1,1,1,1,1
Lavacek2016Review_of_Anna,,,,,6,5,5
Leonard2018Musical_Mimesis_in,,,,,,11,10
Leong2005The_Performer’s_Voice:,,,1,1,1,1,1
Leong2017Review_of_Jeffrey,,,,,1,1,1
Lester1998How_Theorists_Relate,,1,1,1,1,1,1
Lewin1994Comment_on_John,1,4,4,5,8,9,8
Lewin1998The_D_Major,,6,7,7,8,4,7
Lewis2013Critical_Responses_to,,,,,6,5,5
Leydon2002Towards_a_Typology,,6,6,5,8,9,16
Leydon2012Clean_as_a,,,,8,6,8,2
Leydon2013Review_of_Matthew,,,,,13,11,10
Li2021Cantopop_and_Speech-Melody,,,,,,2,2
Lindley1993An_Algebraic_Approach,3,2,2,3,4,4,4
Littlefield1994Code_and_Context:,1,4,4,5,8,9,8
Littlefield1996The_Silence_of,1,1,1,1,1,1,1
Lochhead1996Review_of_<i>Embodied,4,6,1,2,1,1,1
Lochhead1998Retooling_the_Technique,,1,1,1,1,1,1
London1995Misreading_Meyer:_A,,,,,13,11,10
Love2012“Possible_Paths”:_Schemata,,,,10,6,5,5
Love2015Historical_Hypermetrical_Hearing:,,,,,9,7,9
Lumsden2017“You_Too_Can,,,,,10,8,14
Lundberg2014“To_Let_it,,,,,7,6,6
Mailman1996The_Aims_of,1,1,1,1,1,1,1
Malawey2010Harmonic_Stasis_and,,,,3,4,4,4
Malawey2014Strophic_Modification_in,,,,,5,2,2
Maler2013Songs_for_Hands:,,,,,2,2,2
Marlowe2020Resolving_Tensions_between,,,,,,6,6
Martens2007Glenn_Gould’s_“Constant,,,1,2,1,1,1
Martens2012Rendering_the_Prosaic,,,,1,1,1,1
Martens2016Ways_of_Knowing,,,,,1,1,1
Martin2010Harmonic_Progression_in,,,,3,4,4,4
Martinez2000Semiotics_and_the,,4,4,5,8,9,8
Marvin1997Review_of_Daniel,2,3,3,2,3,3,3
Marvin2015Review_of_Markus,,,,,13,11,10
Mastic2015Normative_Wit:_Haydn’s,,,,,5,2,2
McCreless1998Music_Theory_as,,1,1,1,10,15,1
McCreless2000Music_Theory_and,,1,1,1,10,15,1
McNamee1997Publishing_and_Pedagogy,5,8,11,13,11,12,11
Meeus1997Music_Theory_and,1,1,1,1,1,1,1
Meeus2000Toward_a_Post-Schoenbergian,,,,,8,4,7
Mendez2020Review_of_Jennifer,,,,,,13,2
Mengozzi1998Review_of_Lionel,,2,2,6,7,6,6
Miller2020“All_of_the,,,,,,5,5
Monahan2011Review_of_Janet,,,,2,9,7,9
Morse1997To_Rosemary_Killam:,1,1,1,1,1,1,1
Moseley2013Entextualization_and_the,,,,,6,5,5
Moseley2016Review_of_Roger,,,,,3,3,3
Murcott2014Tomorrow’s_Music_On,,,,,3,3,19
Murphy2007Considering_Network_Recursion,,,1,1,1,1,1
Murphy2016Cohn’s_Platonic_Model,,,,,2,2,2
Murphy2018Review_of_<i>The,,,,,,8,2
Muxfeldt2012Review_of_Suzannah,,,,3,4,4,4
Neidhöfer2017Review_of_Theodor,,,,,7,6,6
Nettl2013Contemplating_the_Concept,,,,,6,5,5
"Neumeyer2006The_Contredanse,_Classical",,,6,4,5,2,2
Ng2007Review_of_Peter,,,,5,8,12,11
Ng2011Review_of_Ryan,,,,5,2,2,2
Nobile2013Interval_Permutations,,,,,4,4,4
"Noll2011Modes,_the_Height-Width",,,,6,12,6,13
Nooshin2013Beyond_the_<i>Radif</i>:,,,,,6,5,5
Osborn2011Understanding_Through-Composition_in,,,,4,5,2,2
Parncutt1994Review_of_the,2,3,3,2,3,3,3
Parncutt1995Response_to_Demske:,2,5,5,8,9,8,2
Parsons2015Dyslexia_and_Post-Secondary,,,,,4,3,17
Peck2003A_Review_of,,,10,10,6,5,5
Pell2018Key_Profiles_in,,,,,,4,7
Perrott1999Review_of_Laurent,,1,1,1,1,1,1
Perry2003Review_of_M.,,,7,7,11,13,7
Perry2007Review_of_Anthony,,,4,4,2,2,2
Pomeroy2016Review_of_Steven,,,,,5,2,2
Pople1997Review_of_David,2,5,5,2,1,7,1
Puri2017Ravel’s_<i>Valses_nobles,,,,,5,2,2
Quaglia2008Review_of_Ethan,,,,8,9,7,9
Rabinovitch2017Review_of_Massimiliano,,,,,7,6,6
Rahn1994From_Similarity_to,2,5,5,2,9,7,9
Rahn1998Practical_Aspects_of,,2,2,6,7,6,6
Ramirez2011Review_of_Dermot,,,,3,4,4,4
Rawlins2000Review_of_Mark,,,10,10,6,5,5
Reddick2010<i>Becoming</i>_at_a,,,,4,5,2,2
Reed2007A_Tetrahelix_Animates,,,,6,7,9,8
Renwick1994“A_Subject_of,3,2,2,6,7,6,6
Ricci2007The_Progress_of,,,1,1,14,12,11
Rifkin2018Visualizing_Peter:_The,,,,,,9,8
Rings2018Music’s_Stubborn_Enchantments,,,,,,10,12
"Robb2015Imagined,_Supplemental_Sound",,,,,1,1,1
Robbie2012Review_of_Brian,,,,1,1,1,1
Robison1994Modifying_Interval-Class_Vectors,3,2,2,3,4,4,4
Rodgers2010Review_of_Matthew,,,,1,1,1,1
Rodgers2011Thinking_(and_Singing),,,,2,9,3,2
Roeder1993Toward_a_Semiotic,1,1,1,1,1,1,1
Roeder1994Response_to_Comments,1,4,4,5,8,9,8
Roeder2001Pulse_Streams_and,,3,3,2,3,3,3
Roeder2009A_Transformational_Space,,,,6,7,6,6
Roeder2009Constructing_Transformational_Signification:,,,,1,1,1,1
Roeder2009Introduction,,,,1,1,1,1
Roemjantsew2000Report_on_Two,,1,1,1,1,1,1
Rothgeb1995The_Tristan_Chord:,3,2,2,3,4,4,4
Rothstein1995The_Tristan_Chord,3,2,2,3,4,4,4
Rothstein2008Common-tone_Tonality_in,,,,6,12,6,13
Royal1995Review_of_<i>The,1,1,1,1,1,1,1
Salley2015On_Duration_and,,,,,1,7,1
Salley2015Review_of_Joe,,,,,5,2,2
Salley2021Late_Night_Thoughts,,,,,,13,7
Sallmen2007Listening_to_the,,,3,2,3,3,3
Sallmen2011Exploring_Tetrachordal_Voice-Leading,,,,3,4,4,4
Samplaski2004Interval-Classes_and_Psychological,,,5,8,9,7,9
Samplaski2005Mapping_the_Geometries,,,5,8,9,7,9
"Sayrs2003Narrative,_Metaphor,_and",,,6,5,8,11,10
Schachter2015Structural_Levels_in,,,,,6,5,5
Schaffer1996Review_of_Peter,1,6,7,7,11,13,7
Schaffer1999Review_of_Eleanor,,6,6,1,1,16,16
Schmalfeldt1998On_Keeping_the,,7,8,11,10,8,14
Schubert2006Review_of_David,,,2,6,7,6,6
Schubert2013What_Modular_Analysis,,,,,1,1,1
Schultz2012Tonal_Pairing_and,,,,4,2,2,2
"Scotto2002Transformational_Networks,_Transpositional",,,,3,4,4,4
Scotto2011What_Do_I,,,,1,14,12,11
"Sheehy2013Improvisation,_Analysis,_and",,,,,6,5,5
Sheehy2013Introduction:_Theorizing_Improvisation,,,,,6,5,5
Silberman2003Post-Tonal_Improvisation_in,,,10,10,6,5,5
Smith2014Listening_as_a,,,,,5,5,2
Smoliar1994Comment_on_John,1,4,4,5,8,9,8
Smoliar1995Book_Review:_,,1,1,9,10,10,12
Smoliar1995Musical_Objects:_,2,5,5,2,9,7,9
Smucker2021Review_of_Laura,,,,,,14,15
Smyth2006Review_of_<i>Stravinsky’s,,,,,,11,13
Souza2021Review_of_John,,,,,,3,3
Stankis2015Maurice_Ravel’s_“Color,,,,,7,6,6
Steinbeck2013Improvisational_Fictions,,,,,1,1,1
Stover2012Review_of_Keith,,,,10,6,5,5
Stover2016Review_of_Judy,,,,,1,1,1
Straus2012Three_Stravinsky_Analyses:,,,,1,1,1,1
Suurpää2014Review_of_Heather,,,,,5,2,2
Takehana2010Review_of_Nicola,,,,4,2,2,2
Tan2015Review_of_Eric,,,,,2,2,2
"Taylor1997Chopin,_Pygmies,_and",2,3,3,2,3,3,3
Temperley1999Review_of_Joseph,,6,6,5,8,9,16
Theisen2013Review_of_Brian,,,,,11,13,7
"Thomas2014Conlon_Nancarrow,_“Hot”",,,,,6,5,5
Thurmaier2012Review_of_Vincent,,,,1,1,1,1
Traut2009Review_of_Henry,,,,6,7,6,6
Trinastic2014Dissonant_Harmony_and,,,,,4,4,4
Turner2015Review_of_Markand,,,,,1,1,1
Urista2003Beyond_Words:_The,,,2,12,4,3,17
Urista2007Chopin’s_Prelude_in,,,1,1,1,1,1
Vetter2000Review_of_Michelle,,6,6,1,1,16,16
Vlagopoulos1999Report_on_the,,1,1,1,1,1,1
Vélez2017Review_of_Lawrence,,,,,1,1,1
Walden2010Noting_Images:_Understanding,,,,5,8,9,8
Weisser1998Review_of_David,,6,7,7,11,13,7
Wells2017A_Generalized_Intervallic,,,,,3,3,3
Wennerstrom2013Review_of_Matthew,,,,,1,1,1
Wibberley1996“Mode_versus_Ficta”,3,2,2,3,4,4,4
"Wild2014Genus,_Species_and",,,,,12,6,13
Willey2014Review_of_Jürgen,,,,,3,3,19
"Willner1996Handel,_the_Sarabande,",1,4,4,5,8,9,8
Yust2012Review_of_Richard,,,,3,4,4,7
Yust2015Voice-Leading_Transformation_and,,,,,7,6,6
